game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,overtime,div_game,away_rest,home_rest,away_coach,home_coach,referee,stadium_id,stadium
2019_01_GB_CHI,2019,REG,1,2019-09-05,Thursday,20:20,GB,10,CHI,3,Home,-7,0,1,7,7,Matt LaFleur,Matt Nagy,Tony Corrente,CHI98,Soldier Field
2019_01_LA_CAR,2019,REG,1,2019-09-08,Sunday,13:00,LAR,30,CAR,27,Home,-3,0,0,7,7,Sean McVay,Ron Rivera,Shawn Hochuli,CAR00,Bank of America Stadium
2019_01_TEN_CLE,2019,REG,1,2019-09-08,Sunday,13:00,TEN,43,CLE,13,Home,-30,0,0,7,7,Mike Vrabel,Freddie Kitchens,Brad Allen,CLE00,FirstEnergy Stadium
2019_01_KC_JAX,2019,REG,1,2019-09-08,Sunday,13:00,KC,40,JAX,26,Home,-14,0,0,7,7,Andy Reid,Doug Marrone,Carl Cheffers,JAX00,TIAA Bank Stadium
2019_01_BAL_MIA,2019,REG,1,2019-09-08,Sunday,13:00,BAL,59,MIA,10,Home,-49,0,0,7,7,John Harbaugh,Brian Flores,Jerome Boger,MIA00,Hard Rock Stadium
2019_01_ATL_MIN,2019,REG,1,2019-09-08,Sunday,13:00,ATL,12,MIN,28,Home,16,0,0,7,7,Dan Quinn,Mike Zimmer,Bill Vinovich,MIN01,U.S. Bank Stadium
2019_01_BUF_NYJ,2019,REG,1,2019-09-08,Sunday,13:00,BUF,17,NYJ,16,Home,-1,0,1,7,7,Sean McDermott,Adam Gase,Clay Martin,NYC01,MetLife Stadium
2019_01_WAS_PHI,2019,REG,1,2019-09-08,Sunday,13:00,WAS,27,PHI,32,Home,5,0,1,7,7,Jay Gruden,Doug Pederson,Ronald Torbert,PHI00,Lincoln Financial Field
2019_01_IND_LAC,2019,REG,1,2019-09-08,Sunday,16:05,IND,24,LAC,30,Home,6,1,0,7,7,Frank Reich,Anthony Lynn,Shawn Smith,LAX97,StubHub Center
2019_01_CIN_SEA,2019,REG,1,2019-09-08,Sunday,16:05,CIN,20,SEA,21,Home,1,0,0,7,7,Zac Taylor,Pete Carroll,Bradley Rogers,SEA00,CenturyLink Field
2019_01_DET_ARI,2019,REG,1,2019-09-08,Sunday,16:25,DET,27,ARI,27,Home,0,1,0,7,7,Matt Patricia,Kliff Kingsbury,Scott Novak,PHO00,State Farm Stadium
2019_01_NYG_DAL,2019,REG,1,2019-09-08,Sunday,16:25,NYG,17,DAL,35,Home,18,0,1,7,7,Pat Shurmur,Jason Garrett,Walt Anderson,DAL00,AT&T Stadium
2019_01_SF_TB,2019,REG,1,2019-09-08,Sunday,16:25,SF,31,TB,17,Home,-14,0,0,7,7,Kyle Shanahan,Bruce Arians,Alex Kemp,TAM00,Raymond James Stadium
2019_01_PIT_NE,2019,REG,1,2019-09-08,Sunday,20:20,PIT,3,NE,33,Home,30,0,0,7,7,Mike Tomlin,Bill Belichick,Clete Blakeman,BOS00,Gillette Stadium
2019_01_HOU_NO,2019,REG,1,2019-09-09,Monday,19:10,HOU,28,NO,30,Home,2,0,0,7,7,Bill O'Brien,Sean Payton,John Hussey,NOR00,Mercedes-Benz Superdome
2019_01_DEN_OAK,2019,REG,1,2019-09-09,Monday,22:20,DEN,16,OAK,24,Home,8,0,1,7,7,Vic Fangio,Jon Gruden,Craig Wrolstad,OAK00,Ring Central Coliseum
2019_02_TB_CAR,2019,REG,2,2019-09-12,Thursday,20:20,TB,20,CAR,14,Home,-6,0,1,4,4,Bruce Arians,Ron Rivera,Jerome Boger,CAR00,Bank of America Stadium
2019_02_ARI_BAL,2019,REG,2,2019-09-15,Sunday,13:00,ARI,17,BAL,23,Home,6,0,0,7,7,Kliff Kingsbury,John Harbaugh,Ronald Torbert,BAL00,M&T Bank Stadium
2019_02_SF_CIN,2019,REG,2,2019-09-15,Sunday,13:00,SF,41,CIN,17,Home,-24,0,0,7,7,Kyle Shanahan,Zac Taylor,Tony Corrente,CIN00,Paul Brown Stadium
2019_02_LAC_DET,2019,REG,2,2019-09-15,Sunday,13:00,LAC,10,DET,13,Home,3,0,0,7,7,Anthony Lynn,Matt Patricia,Craig Wrolstad,DET00,Ford Field
2019_02_MIN_GB,2019,REG,2,2019-09-15,Sunday,13:00,MIN,16,GB,21,Home,5,0,1,7,10,Mike Zimmer,Matt LaFleur,John Hussey,GNB00,Lambeau Field
2019_02_JAX_HOU,2019,REG,2,2019-09-15,Sunday,13:00,JAX,12,HOU,13,Home,1,0,1,7,6,Doug Marrone,Bill O'Brien,Scott Novak,HOU00,NRG Stadium
2019_02_NE_MIA,2019,REG,2,2019-09-15,Sunday,13:00,NE,43,MIA,0,Home,-43,0,1,7,7,Bill Belichick,Brian Flores,Bill Vinovich,MIA00,Hard Rock Stadium
2019_02_BUF_NYG,2019,REG,2,2019-09-15,Sunday,13:00,BUF,28,NYG,14,Home,-14,0,0,7,7,Sean McDermott,Pat Shurmur,Shawn Smith,NYC01,MetLife Stadium
2019_02_SEA_PIT,2019,REG,2,2019-09-15,Sunday,13:00,SEA,28,PIT,26,Home,-2,0,0,7,7,Pete Carroll,Mike Tomlin,Carl Cheffers,PIT00,Heinz Field
2019_02_IND_TEN,2019,REG,2,2019-09-15,Sunday,13:00,IND,19,TEN,17,Home,-2,0,1,7,7,Frank Reich,Mike Vrabel,Clete Blakeman,NAS00,Nissan Stadium
2019_02_DAL_WAS,2019,REG,2,2019-09-15,Sunday,13:00,DAL,31,WAS,21,Home,-10,0,1,7,7,Jason Garrett,Jay Gruden,Shawn Hochuli,WAS00,FedExField
2019_02_KC_OAK,2019,REG,2,2019-09-15,Sunday,16:05,KC,28,OAK,10,Home,-18,0,1,7,6,Andy Reid,Jon Gruden,Clay Martin,OAK00,Ring Central Coliseum
2019_02_CHI_DEN,2019,REG,2,2019-09-15,Sunday,16:25,CHI,16,DEN,14,Home,-2,0,0,10,6,Matt Nagy,Vic Fangio,Adrian Hill,DEN00,Empower Field at Mile High
2019_02_NO_LA,2019,REG,2,2019-09-15,Sunday,16:25,NO,9,LAR,27,Home,18,0,0,6,7,Sean Payton,Sean McVay,Walt Anderson,LAX99,Los Angeles Memorial Coliseum
2019_02_PHI_ATL,2019,REG,2,2019-09-15,Sunday,20:20,PHI,20,ATL,24,Home,4,0,0,7,7,Doug Pederson,Dan Quinn,Brad Allen,ATL97,Mercedes-Benz Stadium
2019_02_CLE_NYJ,2019,REG,2,2019-09-16,Monday,20:15,CLE,23,NYJ,3,Home,-20,0,0,8,8,Freddie Kitchens,Adam Gase,Alex Kemp,NYC01,MetLife Stadium
2019_03_TEN_JAX,2019,REG,3,2019-09-19,Thursday,20:20,TEN,7,JAX,20,Home,13,0,1,4,4,Mike Vrabel,Doug Marrone,Shawn Hochuli,JAX00,TIAA Bank Stadium
2019_03_CIN_BUF,2019,REG,3,2019-09-22,Sunday,13:00,CIN,17,BUF,21,Home,4,0,0,7,7,Zac Taylor,Sean McDermott,Clete Blakeman,BUF00,New Era Field
2019_03_MIA_DAL,2019,REG,3,2019-09-22,Sunday,13:00,MIA,6,DAL,31,Home,25,0,0,7,7,Brian Flores,Jason Garrett,Adrian Hill,DAL00,AT&T Stadium
2019_03_DEN_GB,2019,REG,3,2019-09-22,Sunday,13:00,DEN,16,GB,27,Home,11,0,0,7,7,Vic Fangio,Matt LaFleur,Bradley Rogers,GNB00,Lambeau Field
2019_03_ATL_IND,2019,REG,3,2019-09-22,Sunday,13:00,ATL,24,IND,27,Home,3,0,0,7,7,Dan Quinn,Frank Reich,Alex Kemp,IND00,Lucas Oil Stadium
2019_03_BAL_KC,2019,REG,3,2019-09-22,Sunday,13:00,BAL,28,KC,33,Home,5,0,0,7,7,John Harbaugh,Andy Reid,John Hussey,KAN00,Arrowhead Stadium
2019_03_OAK_MIN,2019,REG,3,2019-09-22,Sunday,13:00,OAK,14,MIN,34,Home,20,0,0,7,7,Jon Gruden,Mike Zimmer,Jerome Boger,MIN01,U.S. Bank Stadium
2019_03_NYJ_NE,2019,REG,3,2019-09-22,Sunday,13:00,NYJ,14,NE,30,Home,16,0,1,6,7,Adam Gase,Bill Belichick,Carl Cheffers,BOS00,Gillette Stadium
2019_03_DET_PHI,2019,REG,3,2019-09-22,Sunday,13:00,DET,27,PHI,24,Home,-3,0,0,7,7,Matt Patricia,Doug Pederson,Tony Corrente,PHI00,Lincoln Financial Field
2019_03_CAR_ARI,2019,REG,3,2019-09-22,Sunday,16:05,CAR,38,ARI,20,Home,-18,0,0,10,7,Ron Rivera,Kliff Kingsbury,Craig Wrolstad,PHO00,State Farm Stadium
2019_03_NYG_TB,2019,REG,3,2019-09-22,Sunday,16:05,NYG,32,TB,31,Home,-1,0,0,7,10,Pat Shurmur,Bruce Arians,Bill Vinovich,TAM00,Raymond James Stadium
2019_03_HOU_LAC,2019,REG,3,2019-09-22,Sunday,16:25,HOU,27,LAC,20,Home,-7,0,0,7,7,Bill O'Brien,Anthony Lynn,Clay Martin,LAX97,StubHub Center
2019_03_NO_SEA,2019,REG,3,2019-09-22,Sunday,16:25,NO,33,SEA,27,Home,-6,0,0,7,7,Sean Payton,Pete Carroll,Ronald Torbert,SEA00,CenturyLink Field
2019_03_PIT_SF,2019,REG,3,2019-09-22,Sunday,16:25,PIT,20,SF,24,Home,4,0,0,7,7,Mike Tomlin,Kyle Shanahan,Scott Novak,SFO01,Levi's Stadium
2019_03_LA_CLE,2019,REG,3,2019-09-22,Sunday,20:20,LAR,20,CLE,13,Home,-7,0,0,7,6,Sean McVay,Freddie Kitchens,Shawn Smith,CLE00,FirstEnergy Stadium
2019_03_CHI_WAS,2019,REG,3,2019-09-23,Monday,20:15,CHI,31,WAS,15,Home,-16,0,0,8,8,Matt Nagy,Jay Gruden,Walt Anderson,WAS00,FedExField
2019_04_PHI_GB,2019,REG,4,2019-09-26,Thursday,20:20,PHI,34,GB,27,Home,-7,0,0,4,4,Doug Pederson,Matt LaFleur,Clay Martin,GNB00,Lambeau Field
2019_04_TEN_ATL,2019,REG,4,2019-09-29,Sunday,13:00,TEN,24,ATL,10,Home,-14,0,0,10,7,Mike Vrabel,Dan Quinn,John Hussey,ATL97,Mercedes-Benz Stadium
2019_04_CLE_BAL,2019,REG,4,2019-09-29,Sunday,13:00,CLE,40,BAL,25,Home,-15,0,1,7,7,Freddie Kitchens,John Harbaugh,Shawn Hochuli,BAL00,M&T Bank Stadium
2019_04_NE_BUF,2019,REG,4,2019-09-29,Sunday,13:00,NE,16,BUF,10,Home,-6,0,1,7,7,Bill Belichick,Sean McDermott,Craig Wrolstad,BUF00,New Era Field
2019_04_KC_DET,2019,REG,4,2019-09-29,Sunday,13:00,KC,34,DET,30,Home,-4,0,0,7,7,Andy Reid,Matt Patricia,Walt Anderson,DET00,Ford Field
2019_04_CAR_HOU,2019,REG,4,2019-09-29,Sunday,13:00,CAR,16,HOU,10,Home,-6,0,0,7,7,Ron Rivera,Bill O'Brien,Adrian Hill,HOU00,NRG Stadium
2019_04_OAK_IND,2019,REG,4,2019-09-29,Sunday,13:00,OAK,31,IND,24,Home,-7,0,0,7,7,Jon Gruden,Frank Reich,Scott Novak,IND00,Lucas Oil Stadium
2019_04_LAC_MIA,2019,REG,4,2019-09-29,Sunday,13:00,LAC,30,MIA,10,Home,-20,0,0,7,7,Anthony Lynn,Brian Flores,Tony Corrente,MIA00,Hard Rock Stadium
2019_04_WAS_NYG,2019,REG,4,2019-09-29,Sunday,13:00,WAS,3,NYG,24,Home,21,0,1,6,7,Jay Gruden,Pat Shurmur,Alex Kemp,NYC01,MetLife Stadium
2019_04_SEA_ARI,2019,REG,4,2019-09-29,Sunday,16:05,SEA,27,ARI,10,Home,-17,0,1,7,7,Pete Carroll,Kliff Kingsbury,Shawn Smith,PHO00,State Farm Stadium
2019_04_TB_LA,2019,REG,4,2019-09-29,Sunday,16:05,TB,55,LAR,40,Home,-15,0,0,7,7,Bruce Arians,Sean McVay,Bradley Rogers,LAX99,Los Angeles Memorial Coliseum
2019_04_MIN_CHI,2019,REG,4,2019-09-29,Sunday,16:25,MIN,6,CHI,16,Home,10,0,1,7,6,Mike Zimmer,Matt Nagy,Brad Allen,CHI98,Soldier Field
2019_04_JAX_DEN,2019,REG,4,2019-09-29,Sunday,16:25,JAX,26,DEN,24,Home,-2,0,0,10,7,Doug Marrone,Vic Fangio,Ronald Torbert,DEN00,Empower Field at Mile High
2019_04_DAL_NO,2019,REG,4,2019-09-29,Sunday,20:20,DAL,10,NO,12,Home,2,0,0,7,7,Jason Garrett,Sean Payton,Carl Cheffers,NOR00,Mercedes-Benz Superdome
2019_04_CIN_PIT,2019,REG,4,2019-09-30,Monday,20:15,CIN,3,PIT,27,Home,24,0,1,8,8,Zac Taylor,Mike Tomlin,Bill Vinovich,PIT00,Heinz Field
2019_05_LA_SEA,2019,REG,5,2019-10-03,Thursday,20:20,LAR,29,SEA,30,Home,1,0,1,4,4,Sean McVay,Pete Carroll,Scott Novak,SEA00,CenturyLink Field
2019_05_JAX_CAR,2019,REG,5,2019-10-06,Sunday,13:00,JAX,27,CAR,34,Home,7,0,0,7,7,Doug Marrone,Ron Rivera,Alex Kemp,CAR00,Bank of America Stadium
2019_05_ARI_CIN,2019,REG,5,2019-10-06,Sunday,13:00,ARI,26,CIN,23,Home,-3,0,0,7,6,Kliff Kingsbury,Zac Taylor,John Hussey,CIN00,Paul Brown Stadium
