game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,overtime,div_game,away_rest,home_rest,away_coach,home_coach,referee,stadium_id,stadium
2023_01_DET_KC,2023,REG,1,2023-09-07,Thursday,20:20,DET,21,KC,20,Home,-1,0,0,7,7,Dan Campbell,Andy Reid,John Hussey,KAN00,GEHA Field at Arrowhead Stadium
2023_01_CAR_ATL,2023,REG,1,2023-09-10,Sunday,13:00,CAR,10,ATL,24,Home,14,0,1,7,7,Frank Reich,Arthur Smith,Brad Rogers,ATL97,Mercedes-Benz Stadium
2023_01_HOU_BAL,2023,REG,1,2023-09-10,Sunday,13:00,HOU,9,BAL,25,Home,16,0,0,7,7,DeMeco Ryans,John Harbaugh,Tra Blake,BAL00,M&T Bank Stadium
2023_01_CIN_CLE,2023,REG,1,2023-09-10,Sunday,13:00,CIN,3,CLE,24,Home,21,0,1,7,7,Zac Taylor,Kevin Stefanski,Clete Blakeman,CLE00,FirstEnergy Stadium
2023_01_JAX_IND,2023,REG,1,2023-09-10,Sunday,13:00,JAX,31,IND,21,Home,-10,0,1,7,7,Doug Pederson,Shane Steichen,Clay Martin,IND00,Lucas Oil Stadium
2023_01_TB_MIN,2023,REG,1,2023-09-10,Sunday,13:00,TB,20,MIN,17,Home,-3,0,0,7,7,Todd Bowles,Kevin O'Connell,Scott Novak,MIN01,U.S. Bank Stadium
2023_01_TEN_NO,2023,REG,1,2023-09-10,Sunday,13:00,TEN,15,NO,16,Home,1,0,0,7,7,Mike Vrabel,Dennis Allen,Ron Torbert,NOR00,Mercedes-Benz Superdome
2023_01_SF_PIT,2023,REG,1,2023-09-10,Sunday,13:00,SF,30,PIT,7,Home,-23,0,0,7,7,Kyle Shanahan,Mike Tomlin,Alex Kemp,PIT00,Acrisure Stadium
2023_01_ARI_WAS,2023,REG,1,2023-09-10,Sunday,13:00,ARI,16,WAS,20,Home,4,0,0,7,7,Jonathan Gannon,Ron Rivera,Alan Eck,WAS00,FedExField
2023_01_GB_CHI,2023,REG,1,2023-09-10,Sunday,16:25,GB,38,CHI,20,Home,-18,0,1,7,7,Matt LaFleur,Matt Eberflus,Craig Wrolstad,CHI98,Soldier Field
2023_01_LV_DEN,2023,REG,1,2023-09-10,Sunday,16:25,LV,17,DEN,16,Home,-1,0,1,7,7,Josh McDaniels,Sean Payton,Bill Vinovich,DEN00,Empower Field at Mile High
2023_01_MIA_LAC,2023,REG,1,2023-09-10,Sunday,16:25,MIA,36,LAC,34,Home,-2,0,0,7,7,Mike McDaniel,Brandon Staley,Brad Allen,LAX01,SoFi Stadium
2023_01_PHI_NE,2023,REG,1,2023-09-10,Sunday,16:25,PHI,25,NE,20,Home,-5,0,0,7,7,Nick Sirianni,Bill Belichick,Shawn Hochuli,BOS00,Gillette Stadium
2023_01_LA_SEA,2023,REG,1,2023-09-10,Sunday,16:25,LAR,30,SEA,13,Home,-17,0,1,7,7,Sean McVay,Pete Carroll,Shawn Smith,SEA00,Lumen Field
2023_01_DAL_NYG,2023,REG,1,2023-09-10,Sunday,20:20,DAL,40,NYG,0,Home,-40,0,1,7,7,Mike McCarthy,Brian Daboll,Adrian Hill,NYC01,MetLife Stadium
2023_01_BUF_NYJ,2023,REG,1,2023-09-11,Monday,20:15,BUF,16,NYJ,22,Home,6,1,1,7,7,Sean McDermott,Robert Saleh,Carl Cheffers,NYC01,MetLife Stadium
2023_02_MIN_PHI,2023,REG,2,2023-09-14,Thursday,20:15,MIN,28,PHI,34,Home,6,0,0,4,4,Kevin O'Connell,Nick Sirianni,Clay Martin,PHI00,Lincoln Financial Field
2023_02_GB_ATL,2023,REG,2,2023-09-17,Sunday,13:00,GB,24,ATL,25,Home,1,0,0,7,7,Matt LaFleur,Arthur Smith,Tra Blake,ATL97,Mercedes-Benz Stadium
2023_02_LV_BUF,2023,REG,2,2023-09-17,Sunday,13:00,LV,10,BUF,38,Home,28,0,0,7,6,Josh McDaniels,Sean McDermott,Craig Wrolstad,BUF00,New Era Field
