game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,overtime,div_game,away_rest,home_rest,away_coach,home_coach,referee,stadium_id,stadium
2016_01_CAR_DEN,2016,REG,1,2016-09-08,Thursday,20:30,CAR,20,DEN,21,Home,1,0,0,7,7,Ron Rivera,Gary Kubiak,Gene Steratore,DEN00,Sports Authority Field at Mile High
2016_01_TB_ATL,2016,REG,1,2016-09-11,Sunday,13:00,TB,31,ATL,24,Home,-7,0,1,7,7,Dirk Koetter,Dan Quinn,Jeff Triplette,ATL00,Georgia Dome
2016_01_BUF_BAL,2016,REG,1,2016-09-11,Sunday,13:00,BUF,7,BAL,13,Home,6,0,0,7,7,Rex Ryan,John Harbaugh,Brad Allen,BAL00,M&T Bank Stadium
2016_01_CHI_HOU,2016,REG,1,2016-09-11,Sunday,13:00,CHI,14,HOU,23,Home,9,0,0,7,7,John Fox,Bill O'Brien,Peter Morelli,HOU00,NRG Stadium
2016_01_GB_JAX,2016,REG,1,2016-09-11,Sunday,13:00,GB,27,JAX,23,Home,-4,0,0,7,7,Mike McCarthy,Gus Bradley,Carl Cheffers,JAX00,EverBank Field
2016_01_SD_KC,2016,REG,1,2016-09-11,Sunday,13:00,SD,27,KC,33,Home,6,1,1,7,7,Mike McCoy,Andy Reid,Jerome Boger,KAN00,Arrowhead Stadium
2016_01_OAK_NO,2016,REG,1,2016-09-11,Sunday,13:00,OAK,35,NO,34,Home,-1,0,0,7,7,Jack Del Rio,Sean Payton,John Parry,NOR00,Mercedes-Benz Superdome
2016_01_CIN_NYJ,2016,REG,1,2016-09-11,Sunday,13:00,CIN,23,NYJ,22,Home,-1,0,0,7,7,Marvin Lewis,Todd Bowles,Clete Blakeman,NYC01,MetLife Stadium
2016_01_CLE_PHI,2016,REG,1,2016-09-11,Sunday,13:00,CLE,10,PHI,29,Home,19,0,0,7,7,Hue Jackson,Doug Pederson,Walt Anderson,PHI00,Lincoln Financial Field
2016_01_MIN_TEN,2016,REG,1,2016-09-11,Sunday,13:00,MIN,25,TEN,16,Home,-9,0,0,7,7,Mike Zimmer,Mike Mularkey,Walt Coleman,NAS00,Nissan Stadium
