game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,overtime,div_game,away_rest,home_rest,away_coach,home_coach,referee,stadium_id,stadium
2020_01_HOU_KC,2020,REG,1,2020-09-10,Thursday,20:20,HOU,20,KC,34,Home,14,0,0,7,7,Bill O'Brien,Andy Reid,Clete Blakeman,KAN00,Arrowhead Stadium
2020_01_SEA_ATL,2020,REG,1,2020-09-13,Sunday,13:00,SEA,38,ATL,25,Home,-13,0,0,7,7,Pete Carroll,Dan Quinn,Shawn Hochuli,ATL97,Mercedes-Benz Stadium
2020_01_CLE_BAL,2020,REG,1,2020-09-13,Sunday,13:00,CLE,6,BAL,38,Home,32,0,1,7,7,Kevin Stefanski,John Harbaugh,Ronald Torbert,BAL00,M&T Bank Stadium
2020_01_NYJ_BUF,2020,REG,1,2020-09-13,Sunday,13:00,NYJ,17,BUF,27,Home,10,0,1,7,7,Adam Gase,Sean McDermott,Shawn Smith,BUF00,New Era Field
2020_01_LV_CAR,2020,REG,1,2020-09-13,Sunday,13:00,LV,34,CAR,30,Home,-4,0,0,7,7,Jon Gruden,Matt Rhule,Brad Allen,CAR00,Bank of America Stadium
2020_01_CHI_DET,2020,REG,1,2020-09-13,Sunday,13:00,CHI,27,DET,23,Home,-4,0,1,7,7,Matt Nagy,Matt Patricia,Alex Kemp,DET00,Ford Field
2020_01_IND_JAX,2020,REG,1,2020-09-13,Sunday,13:00,IND,20,JAX,27,Home,7,0,1,7,7,Frank Reich,Doug Marrone,John Hussey,JAX00,TIAA Bank Stadium
2020_01_GB_MIN,2020,REG,1,2020-09-13,Sunday,13:00,GB,43,MIN,34,Home,-9,0,1,7,7,Matt LaFleur,Mike Zimmer,Bill Vinovich,MIN01,U.S. Bank Stadium
2020_01_MIA_NE,2020,REG,1,2020-09-13,Sunday,13:00,MIA,11,NE,21,Home,10,0,1,7,7,Brian Flores,Bill Belichick,Adrian Hill,BOS00,Gillette Stadium
2020_01_PHI_WAS,2020,REG,1,2020-09-13,Sunday,13:00,PHI,17,WAS,27,Home,10,0,1,7,7,Doug Pederson,Ron Rivera,Brad Rogers,WAS00,FedExField
2020_01_LAC_CIN,2020,REG,1,2020-09-13,Sunday,16:05,LAC,16,CIN,13,Home,-3,0,0,7,7,Anthony Lynn,Zac Taylor,Clay Martin,CIN00,Paul Brown Stadium
2020_01_TB_NO,2020,REG,1,2020-09-13,Sunday,16:25,TB,23,NO,34,Home,11,0,1,7,7,Bruce Arians,Sean Payton,Jerome Boger,NOR00,Mercedes-Benz Superdome
2020_01_ARI_SF,2020,REG,1,2020-09-13,Sunday,16:25,ARI,24,SF,20,Home,-4,0,1,7,7,Kliff Kingsbury,Kyle Shanahan,Carl Cheffers,SFO01,Levi's Stadium
2020_01_DAL_LA,2020,REG,1,2020-09-13,Sunday,20:20,DAL,17,LAR,20,Home,3,0,0,7,7,Mike McCarthy,Sean McVay,Tony Corrente,LAX01,SoFi Stadium
2020_01_PIT_NYG,2020,REG,1,2020-09-14,Monday,19:15,PIT,26,NYG,16,Home,-10,0,0,7,7,Mike Tomlin,Joe Judge,Craig Wrolstad,NYC01,MetLife Stadium
2020_01_TEN_DEN,2020,REG,1,2020-09-14,Monday,22:10,TEN,16,DEN,14,Home,-2,0,0,7,7,Mike Vrabel,Vic Fangio,Scott Novak,DEN00,Empower Field at Mile High
2020_02_CIN_CLE,2020,REG,2,2020-09-17,Thursday,20:20,CIN,30,CLE,35,Home,5,0,1,4,4,Zac Taylor,Kevin Stefanski,Shawn Smith,CLE00,FirstEnergy Stadium
2020_02_NYG_CHI,2020,REG,2,2020-09-20,Sunday,13:00,NYG,13,CHI,17,Home,4,0,0,6,7,Joe Judge,Matt Nagy,Bill Vinovich,CHI98,Soldier Field
2020_02_ATL_DAL,2020,REG,2,2020-09-20,Sunday,13:00,ATL,39,DAL,40,Home,1,0,0,7,7,Dan Quinn,Mike McCarthy,Brad Rogers,DAL00,AT&T Stadium
2020_02_DET_GB,2020,REG,2,2020-09-20,Sunday,13:00,DET,21,GB,42,Home,21,0,1,7,7,Matt Patricia,Matt LaFleur,Clete Blakeman,GNB00,Lambeau Field
2020_02_MIN_IND,2020,REG,2,2020-09-20,Sunday,13:00,MIN,11,IND,28,Home,17,0,0,7,7,Mike Zimmer,Frank Reich,Alex Kemp,IND00,Lucas Oil Stadium
2020_02_BUF_MIA,2020,REG,2,2020-09-20,Sunday,13:00,BUF,31,MIA,28,Home,-3,0,1,7,7,Sean McDermott,Brian Flores,Jerome Boger,MIA00,Hard Rock Stadium
2020_02_SF_NYJ,2020,REG,2,2020-09-20,Sunday,13:00,SF,31,NYJ,13,Home,-18,0,0,7,7,Kyle Shanahan,Adam Gase,Ronald Torbert,NYC01,MetLife Stadium
2020_02_LA_PHI,2020,REG,2,2020-09-20,Sunday,13:00,LAR,37,PHI,19,Home,-18,0,0,7,7,Sean McVay,Doug Pederson,Brad Allen,PHI00,Lincoln Financial Field
2020_02_DEN_PIT,2020,REG,2,2020-09-20,Sunday,13:00,DEN,21,PIT,26,Home,5,0,0,6,6,Vic Fangio,Mike Tomlin,Adrian Hill,PIT00,Heinz Field
2020_02_CAR_TB,2020,REG,2,2020-09-20,Sunday,13:00,CAR,17,TB,31,Home,14,0,1,7,7,Matt Rhule,Bruce Arians,John Hussey,TAM00,Raymond James Stadium
2020_02_JAX_TEN,2020,REG,2,2020-09-20,Sunday,13:00,JAX,30,TEN,33,Home,3,0,1,7,6,Doug Marrone,Mike Vrabel,Clay Martin,NAS00,Nissan Stadium
2020_02_WAS_ARI,2020,REG,2,2020-09-20,Sunday,16:05,WAS,15,ARI,30,Home,15,0,0,7,7,Ron Rivera,Kliff Kingsbury,Land Clark,PHO00,State Farm Stadium
2020_02_BAL_HOU,2020,REG,2,2020-09-20,Sunday,16:25,BAL,33,HOU,16,Home,-17,0,0,7,10,John Harbaugh,Bill O'Brien,Tony Corrente,HOU00,NRG Stadium
2020_02_KC_LAC,2020,REG,2,2020-09-20,Sunday,16:25,KC,23,LAC,20,Home,-3,1,1,10,7,Andy Reid,Anthony Lynn,Carl Cheffers,LAX01,SoFi Stadium
2020_02_NE_SEA,2020,REG,2,2020-09-20,Sunday,20:20,NE,30,SEA,35,Home,5,0,0,7,7,Bill Belichick,Pete Carroll,Craig Wrolstad,SEA00,CenturyLink Field
2020_02_NO_LV,2020,REG,2,2020-09-21,Monday,20:15,NO,24,LV,34,Home,10,0,0,8,8,Sean Payton,Jon Gruden,Shawn Hochuli,VEG00,Allegiant Stadium
2020_03_MIA_JAX,2020,REG,3,2020-09-24,Thursday,20:20,MIA,31,JAX,13,Home,-18,0,0,4,4,Brian Flores,Doug Marrone,Brad Allen,JAX00,TIAA Bank Stadium
2020_03_CHI_ATL,2020,REG,3,2020-09-27,Sunday,13:00,CHI,30,ATL,26,Home,-4,0,0,7,7,Matt Nagy,Dan Quinn,Jerome Boger,ATL97,Mercedes-Benz Stadium
2020_03_LA_BUF,2020,REG,3,2020-09-27,Sunday,13:00,LAR,32,BUF,35,Home,3,0,0,7,7,Sean McVay,Sean McDermott,Alex Kemp,BUF00,New Era Field
2020_03_WAS_CLE,2020,REG,3,2020-09-27,Sunday,13:00,WAS,20,CLE,34,Home,14,0,0,7,10,Ron Rivera,Kevin Stefanski,Shawn Hochuli,CLE00,FirstEnergy Stadium
2020_03_TEN_MIN,2020,REG,3,2020-09-27,Sunday,13:00,TEN,31,MIN,30,Home,-1,0,0,7,7,Mike Vrabel,Mike Zimmer,Clete Blakeman,MIN01,U.S. Bank Stadium
2020_03_LV_NE,2020,REG,3,2020-09-27,Sunday,13:00,LV,20,NE,36,Home,16,0,0,6,7,Jon Gruden,Bill Belichick,Ronald Torbert,BOS00,Gillette Stadium
2020_03_SF_NYG,2020,REG,3,2020-09-27,Sunday,13:00,SF,36,NYG,9,Home,-27,0,0,7,7,Kyle Shanahan,Joe Judge,Clay Martin,NYC01,MetLife Stadium
2020_03_CIN_PHI,2020,REG,3,2020-09-27,Sunday,13:00,CIN,23,PHI,23,Home,0,1,0,10,7,Zac Taylor,Doug Pederson,Adrian Hill,PHI00,Lincoln Financial Field
2020_03_HOU_PIT,2020,REG,3,2020-09-27,Sunday,13:00,HOU,21,PIT,28,Home,7,0,0,7,7,Bill O'Brien,Mike Tomlin,Shawn Smith,PIT00,Heinz Field
2020_03_NYJ_IND,2020,REG,3,2020-09-27,Sunday,16:05,NYJ,7,IND,36,Home,29,0,0,7,7,Adam Gase,Frank Reich,Craig Wrolstad,IND00,Lucas Oil Stadium
2020_03_CAR_LAC,2020,REG,3,2020-09-27,Sunday,16:05,CAR,21,LAC,16,Home,-5,0,0,7,7,Matt Rhule,Anthony Lynn,Tony Corrente,LAX01,SoFi Stadium
2020_03_DET_ARI,2020,REG,3,2020-09-27,Sunday,16:25,DET,26,ARI,23,Home,-3,0,0,7,7,Matt Patricia,Kliff Kingsbury,Scott Novak,PHO00,State Farm Stadium
2020_03_TB_DEN,2020,REG,3,2020-09-27,Sunday,16:25,TB,28,DEN,10,Home,-18,0,0,7,7,Bruce Arians,Vic Fangio,Land Clark,DEN00,Empower Field at Mile High
2020_03_DAL_SEA,2020,REG,3,2020-09-27,Sunday,16:25,DAL,31,SEA,38,Home,7,0,0,7,7,Mike McCarthy,Pete Carroll,Carl Cheffers,SEA00,CenturyLink Field
2020_03_GB_NO,2020,REG,3,2020-09-27,Sunday,20:20,GB,37,NO,30,Home,-7,0,0,7,6,Matt LaFleur,Sean Payton,Brad Rogers,NOR00,Mercedes-Benz Superdome
2020_03_KC_BAL,2020,REG,3,2020-09-28,Monday,20:15,KC,34,BAL,20,Home,-14,0,0,8,8,Andy Reid,John Harbaugh,John Hussey,BAL00,M&T Bank Stadium
2020_04_DEN_NYJ,2020,REG,4,2020-10-01,Thursday,20:20,DEN,37,NYJ,28,Home,-9,0,0,4,4,Vic Fangio,Adam Gase,Jerome Boger,NYC01,MetLife Stadium
2020_04_ARI_CAR,2020,REG,4,2020-10-04,Sunday,13:00,ARI,21,CAR,31,Home,10,0,0,7,7,Kliff Kingsbury,Matt Rhule,Ronald Torbert,CAR00,Bank of America Stadium
2020_04_JAX_CIN,2020,REG,4,2020-10-04,Sunday,13:00,JAX,25,CIN,33,Home,8,0,0,10,7,Doug Marrone,Zac Taylor,Alex Kemp,CIN00,Paul Brown Stadium
2020_04_CLE_DAL,2020,REG,4,2020-10-04,Sunday,13:00,CLE,49,DAL,38,Home,-11,0,0,7,7,Kevin Stefanski,Mike McCarthy,Clay Martin,DAL00,AT&T Stadium
2020_04_NO_DET,2020,REG,4,2020-10-04,Sunday,13:00,NO,35,DET,29,Home,-6,0,0,7,7,Sean Payton,Matt Patricia,Shawn Smith,DET00,Ford Field
2020_04_MIN_HOU,2020,REG,4,2020-10-04,Sunday,13:00,MIN,31,HOU,23,Home,-8,0,0,7,7,Mike Zimmer,Bill O'Brien,Brad Rogers,HOU00,NRG Stadium
2020_04_SEA_MIA,2020,REG,4,2020-10-04,Sunday,13:00,SEA,31,MIA,23,Home,-8,0,0,7,10,Pete Carroll,Brian Flores,Scott Novak,MIA00,Hard Rock Stadium
2020_04_LAC_TB,2020,REG,4,2020-10-04,Sunday,13:00,LAC,31,TB,38,Home,7,0,0,7,7,Anthony Lynn,Bruce Arians,Brad Allen,TAM00,Raymond James Stadium
2020_04_BAL_WAS,2020,REG,4,2020-10-04,Sunday,13:00,BAL,31,WAS,17,Home,-14,0,0,6,7,John Harbaugh,Ron Rivera,Adrian Hill,WAS00,FedExField
2020_04_NYG_LA,2020,REG,4,2020-10-04,Sunday,16:05,NYG,9,LAR,17,Home,8,0,0,7,7,Joe Judge,Sean McVay,John Hussey,LAX01,SoFi Stadium
2020_04_IND_CHI,2020,REG,4,2020-10-04,Sunday,16:25,IND,19,CHI,11,Home,-8,0,0,7,7,Frank Reich,Matt Nagy,Craig Wrolstad,CHI98,Soldier Field
2020_04_BUF_LV,2020,REG,4,2020-10-04,Sunday,16:25,BUF,30,LV,23,Home,-7,0,0,7,7,Sean McDermott,Jon Gruden,Land Clark,VEG00,Allegiant Stadium
2020_04_PHI_SF,2020,REG,4,2020-10-04,Sunday,20:20,PHI,25,SF,20,Home,-5,0,0,7,7,Doug Pederson,Kyle Shanahan,Bill Vinovich,SFO01,Levi's Stadium
2020_04_NE_KC,2020,REG,4,2020-10-05,Monday,19:05,NE,10,KC,26,Home,16,0,0,8,7,Bill Belichick,Andy Reid,Tony Corrente,KAN00,Arrowhead Stadium
2020_04_ATL_GB,2020,REG,4,2020-10-05,Monday,21:00,ATL,16,GB,30,Home,14,0,0,8,8,Dan Quinn,Matt LaFleur,Carl Cheffers,GNB00,Lambeau Field
2020_05_TB_CHI,2020,REG,5,2020-10-08,Thursday,20:20,TB,19,CHI,20,Home,1,0,0,4,4,Bruce Arians,Matt Nagy,Alex Kemp,CHI98,Soldier Field
2020_05_CAR_ATL,2020,REG,5,2020-10-11,Sunday,13:00,CAR,23,ATL,16,Home,-7,0,1,7,6,Matt Rhule,Dan Quinn,Brad Allen,ATL97,Mercedes-Benz Stadium
2020_05_CIN_BAL,2020,REG,5,2020-10-11,Sunday,13:00,CIN,3,BAL,27,Home,24,0,1,7,7,Zac Taylor,John Harbaugh,Jerome Boger,BAL00,M&T Bank Stadium
2020_05_JAX_HOU,2020,REG,5,2020-10-11,Sunday,13:00,JAX,14,HOU,30,Home,16,0,1,7,7,Doug Marrone,Romeo Crennel,Bill Vinovich,HOU00,NRG Stadium
2020_05_LV_KC,2020,REG,5,2020-10-11,Sunday,13:00,LV,40,KC,32,Home,-8,0,1,7,6,Jon Gruden,Andy Reid,Clete Blakeman,KAN00,Arrowhead Stadium
2020_05_ARI_NYJ,2020,REG,5,2020-10-11,Sunday,13:00,ARI,30,NYJ,10,Home,-20,0,0,7,10,Kliff Kingsbury,Adam Gase,Adrian Hill,NYC01,MetLife Stadium
2020_05_PHI_PIT,2020,REG,5,2020-10-11,Sunday,13:00,PHI,29,PIT,38,Home,9,0,0,7,14,Doug Pederson,Mike Tomlin,Ronald Torbert,PIT00,Heinz Field
2020_05_LA_WAS,2020,REG,5,2020-10-11,Sunday,13:00,LAR,30,WAS,10,Home,-20,0,0,7,7,Sean McVay,Ron Rivera,Shawn Smith,WAS00,FedExField
2020_05_MIA_SF,2020,REG,5,2020-10-11,Sunday,16:05,MIA,43,SF,17,Home,-26,0,0,7,7,Brian Flores,Kyle Shanahan,Land Clark,SFO01,Levi's Stadium
2020_05_IND_CLE,2020,REG,5,2020-10-11,Sunday,16:25,IND,23,CLE,32,Home,9,0,0,7,7,Frank Reich,Kevin Stefanski,Scott Novak,CLE00,FirstEnergy Stadium
2020_05_NYG_DAL,2020,REG,5,2020-10-11,Sunday,16:25,NYG,34,DAL,37,Home,3,0,1,7,7,Joe Judge,Mike McCarthy,Craig Wrolstad,DAL00,AT&T Stadium
2020_05_MIN_SEA,2020,REG,5,2020-10-11,Sunday,20:20,MIN,26,SEA,27,Home,1,0,0,7,7,Mike Zimmer,Pete Carroll,Tony Corrente,SEA00,CenturyLink Field
2020_05_LAC_NO,2020,REG,5,2020-10-12,Monday,20:15,LAC,27,NO,30,Home,3,1,0,8,8,Anthony Lynn,Sean Payton,Clay Martin,NOR00,Mercedes-Benz Superdome
2020_05_BUF_TEN,2020,REG,5,2020-10-13,Tuesday,19:00,BUF,16,TEN,42,Home,26,0,0,9,16,Sean McDermott,Mike Vrabel,Carl Cheffers,NAS00,Nissan Stadium
2020_06_CHI_CAR,2020,REG,6,2020-10-18,Sunday,13:00,CHI,23,CAR,16,Home,-7,0,0,10,7,Matt Nagy,Matt Rhule,Adrian Hall,CAR00,Bank of America Stadium
2020_06_CIN_IND,2020,REG,6,2020-10-18,Sunday,13:00,CIN,27,IND,31,Home,4,0,0,7,7,Zac Taylor,Frank Reich,Land Clark,IND00,Lucas Oil Stadium
2020_06_DET_JAX,2020,REG,6,2020-10-18,Sunday,13:00,DET,34,JAX,16,Home,-18,0,0,14,7,Matt Patricia,Doug Marrone,Shawn Hochuli,JAX00,TIAA Bank Stadium
