game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,overtime,div_game,away_rest,home_rest,away_coach,home_coach,referee,stadium_id,stadium
2021_01_DAL_TB,2021,REG,1,2021-09-09,Thursday,20:20,DAL,29,TB,31,Home,2,0,0,7,7,Mike McCarthy,Bruce Arians,Shawn Hochuli,TAM00,Raymond James Stadium
2021_01_PHI_ATL,2021,REG,1,2021-09-12,Sunday,13:00,PHI,32,ATL,6,Home,-26,0,0,7,7,Nick Sirianni,Arthur Smith,Scott Novak,ATL97,Mercedes-Benz Stadium
2021_01_PIT_BUF,2021,REG,1,2021-09-12,Sunday,13:00,PIT,23,BUF,16,Home,-7,0,0,7,7,Mike Tomlin,Sean McDermott,John Hussey,BUF00,New Era Field
2021_01_NYJ_CAR,2021,REG,1,2021-09-12,Sunday,13:00,NYJ,14,CAR,19,Home,5,0,0,7,7,Robert Saleh,Matt Rhule,Clay Martin,CAR00,Bank of America Stadium
2021_01_MIN_CIN,2021,REG,1,2021-09-12,Sunday,13:00,MIN,24,CIN,27,Home,3,1,0,7,7,Mike Zimmer,Zac Taylor,Adrian Hill,CIN00,Paul Brown Stadium
2021_01_SF_DET,2021,REG,1,2021-09-12,Sunday,13:00,SF,41,DET,33,Home,-8,0,0,7,7,Kyle Shanahan,Dan Campbell,Brad Rogers,DET00,Ford Field
2021_01_JAX_HOU,2021,REG,1,2021-09-12,Sunday,13:00,JAX,21,HOU,37,Home,16,0,1,7,7,Urban Meyer,David Culley,Land Clark,HOU00,NRG Stadium
2021_01_SEA_IND,2021,REG,1,2021-09-12,Sunday,13:00,SEA,28,IND,16,Home,-12,0,0,7,7,Pete Carroll,Frank Reich,Tony Corrente,IND00,Lucas Oil Stadium
2021_01_ARI_TEN,2021,REG,1,2021-09-12,Sunday,13:00,ARI,38,TEN,13,Home,-25,0,0,7,7,Kliff Kingsbury,Mike Vrabel,Jerome Boger,NAS00,Nissan Stadium
2021_01_LAC_WAS,2021,REG,1,2021-09-12,Sunday,13:00,LAC,20,WAS,16,Home,-4,0,0,7,7,Brandon Staley,Ron Rivera,Alex Kemp,WAS00,FedExField
2021_01_CLE_KC,2021,REG,1,2021-09-12,Sunday,16:25,CLE,29,KC,33,Home,4,0,0,7,7,Kevin Stefanski,Andy Reid,Bill Vinovich,KAN00,GEHA Field at Arrowhead Stadium
2021_01_MIA_NE,2021,REG,1,2021-09-12,Sunday,16:25,MIA,17,NE,16,Home,-1,0,1,7,7,Brian Flores,Bill Belichick,Clete Blakeman,BOS00,Gillette Stadium
2021_01_GB_NO,2021,REG,1,2021-09-12,Sunday,16:25,GB,3,NO,38,Neutral,35,0,0,7,7,Matt LaFleur,Sean Payton,Carl Cheffers,JAX00,TIAA Bank Stadium
2021_01_DEN_NYG,2021,REG,1,2021-09-12,Sunday,16:25,DEN,27,NYG,13,Home,-14,0,0,7,7,Vic Fangio,Joe Judge,Ron Torbert,NYC01,MetLife Stadium
2021_01_CHI_LA,2021,REG,1,2021-09-12,Sunday,20:20,CHI,14,LAR,34,Home,20,0,0,7,7,Matt Nagy,Sean McVay,Brad Allen,LAX01,SoFi Stadium
2021_01_BAL_LV,2021,REG,1,2021-09-13,Monday,20:15,BAL,27,LV,33,Home,6,1,0,7,7,John Harbaugh,Jon Gruden,Shawn Smith,VEG00,Allegiant Stadium
2021_02_NYG_WAS,2021,REG,2,2021-09-16,Thursday,20:20,NYG,29,WAS,30,Home,1,0,1,4,4,Joe Judge,Ron Rivera,Scott Novak,WAS00,FedExField
2021_02_NO_CAR,2021,REG,2,2021-09-19,Sunday,13:00,NO,7,CAR,26,Home,19,0,1,7,7,Sean Payton,Matt Rhule,Ron Torbert,CAR00,Bank of America Stadium
2021_02_CIN_CHI,2021,REG,2,2021-09-19,Sunday,13:00,CIN,17,CHI,20,Home,3,0,0,7,7,Zac Taylor,Matt Nagy,Land Clark,CHI98,Soldier Field
2021_02_HOU_CLE,2021,REG,2,2021-09-19,Sunday,13:00,HOU,21,CLE,31,Home,10,0,0,7,7,David Culley,Kevin Stefanski,Brad Rogers,CLE00,FirstEnergy Stadium
2021_02_LA_IND,2021,REG,2,2021-09-19,Sunday,13:00,LAR,27,IND,24,Home,-3,0,0,7,7,Sean McVay,Frank Reich,Shawn Smith,IND00,Lucas Oil Stadium
2021_02_DEN_JAX,2021,REG,2,2021-09-19,Sunday,13:00,DEN,23,JAX,13,Home,-10,0,0,7,7,Vic Fangio,Urban Meyer,Clay Martin,JAX00,TIAA Bank Stadium
2021_02_BUF_MIA,2021,REG,2,2021-09-19,Sunday,13:00,BUF,35,MIA,0,Home,-35,0,1,7,7,Sean McDermott,Brian Flores,Craig Wrolstad,MIA00,Hard Rock Stadium
2021_02_NE_NYJ,2021,REG,2,2021-09-19,Sunday,13:00,NE,25,NYJ,6,Home,-19,0,1,7,7,Bill Belichick,Robert Saleh,Shawn Hochuli,NYC01,MetLife Stadium
2021_02_SF_PHI,2021,REG,2,2021-09-19,Sunday,13:00,SF,17,PHI,11,Home,-6,0,0,7,7,Kyle Shanahan,Nick Sirianni,Brad Allen,PHI00,Lincoln Financial Field
2021_02_LV_PIT,2021,REG,2,2021-09-19,Sunday,13:00,LV,26,PIT,17,Home,-9,0,0,6,7,Jon Gruden,Mike Tomlin,Jerome Boger,PIT00,Heinz Field
2021_02_MIN_ARI,2021,REG,2,2021-09-19,Sunday,16:05,MIN,33,ARI,34,Home,1,0,0,7,7,Mike Zimmer,Kliff Kingsbury,Bill Vinovich,PHO00,State Farm Stadium
2021_02_ATL_TB,2021,REG,2,2021-09-19,Sunday,16:05,ATL,25,TB,48,Home,23,0,1,7,10,Arthur Smith,Bruce Arians,Carl Cheffers,TAM00,Raymond James Stadium
2021_02_DAL_LAC,2021,REG,2,2021-09-19,Sunday,16:25,DAL,20,LAC,17,Home,-3,0,0,10,7,Mike McCarthy,Brandon Staley,Tony Corrente,LAX01,SoFi Stadium
2021_02_TEN_SEA,2021,REG,2,2021-09-19,Sunday,16:25,TEN,33,SEA,30,Home,-3,1,0,7,7,Mike Vrabel,Pete Carroll,John Hussey,SEA00,Lumen Field
2021_02_KC_BAL,2021,REG,2,2021-09-19,Sunday,20:20,KC,35,BAL,36,Home,1,0,0,7,6,Andy Reid,John Harbaugh,Clete Blakeman,BAL00,M&T Bank Stadium
2021_02_DET_GB,2021,REG,2,2021-09-20,Monday,20:15,DET,17,GB,35,Home,18,0,1,8,8,Dan Campbell,Matt LaFleur,Adrian Hill,GNB00,Lambeau Field
2021_03_CAR_HOU,2021,REG,3,2021-09-23,Thursday,20:20,CAR,24,HOU,9,Home,-15,0,0,4,4,Matt Rhule,David Culley,Alex Kemp,HOU00,NRG Stadium
2021_03_WAS_BUF,2021,REG,3,2021-09-26,Sunday,13:00,WAS,21,BUF,43,Home,22,0,0,10,7,Ron Rivera,Sean McDermott,Tony Corrente,BUF00,New Era Field
2021_03_CHI_CLE,2021,REG,3,2021-09-26,Sunday,13:00,CHI,6,CLE,26,Home,20,0,0,7,7,Matt Nagy,Kevin Stefanski,Ron Torbert,CLE00,FirstEnergy Stadium
2021_03_BAL_DET,2021,REG,3,2021-09-26,Sunday,13:00,BAL,19,DET,17,Home,-2,0,0,7,6,John Harbaugh,Dan Campbell,Scott Novak,DET00,Ford Field
2021_03_ARI_JAX,2021,REG,3,2021-09-26,Sunday,13:00,ARI,31,JAX,19,Home,-12,0,0,7,7,Kliff Kingsbury,Urban Meyer,Shawn Smith,JAX00,TIAA Bank Stadium
2021_03_LAC_KC,2021,REG,3,2021-09-26,Sunday,13:00,LAC,30,KC,24,Home,-6,0,1,7,7,Brandon Staley,Andy Reid,Shawn Hochuli,KAN00,GEHA Field at Arrowhead Stadium
2021_03_NO_NE,2021,REG,3,2021-09-26,Sunday,13:00,NO,28,NE,13,Home,-15,0,0,7,7,Sean Payton,Bill Belichick,John Hussey,BOS00,Gillette Stadium
2021_03_ATL_NYG,2021,REG,3,2021-09-26,Sunday,13:00,ATL,17,NYG,14,Home,-3,0,0,7,10,Arthur Smith,Joe Judge,Adrian Hill,NYC01,MetLife Stadium
2021_03_CIN_PIT,2021,REG,3,2021-09-26,Sunday,13:00,CIN,24,PIT,10,Home,-14,0,1,7,7,Zac Taylor,Mike Tomlin,Clete Blakeman,PIT00,Heinz Field
2021_03_IND_TEN,2021,REG,3,2021-09-26,Sunday,13:00,IND,16,TEN,25,Home,9,0,1,7,7,Frank Reich,Mike Vrabel,Bill Vinovich,NAS00,Nissan Stadium
2021_03_NYJ_DEN,2021,REG,3,2021-09-26,Sunday,16:05,NYJ,0,DEN,26,Home,26,0,0,7,7,Robert Saleh,Vic Fangio,Land Clark,DEN00,Empower Field at Mile High
2021_03_MIA_LV,2021,REG,3,2021-09-26,Sunday,16:05,MIA,28,LV,31,Home,3,1,0,7,7,Brian Flores,Jon Gruden,Carl Cheffers,VEG00,Allegiant Stadium
2021_03_TB_LA,2021,REG,3,2021-09-26,Sunday,16:25,TB,24,LAR,34,Home,10,0,0,7,7,Bruce Arians,Sean McVay,Craig Wrolstad,LAX01,SoFi Stadium
2021_03_SEA_MIN,2021,REG,3,2021-09-26,Sunday,16:25,SEA,17,MIN,30,Home,13,0,0,7,7,Pete Carroll,Mike Zimmer,Clay Martin,MIN01,U.S. Bank Stadium
2021_03_GB_SF,2021,REG,3,2021-09-26,Sunday,20:20,GB,30,SF,28,Home,-2,0,0,6,7,Matt LaFleur,Kyle Shanahan,Jerome Boger,SFO01,Levi's Stadium
2021_03_PHI_DAL,2021,REG,3,2021-09-27,Monday,20:15,PHI,21,DAL,41,Home,20,0,1,8,8,Nick Sirianni,Mike McCarthy,Brad Rogers,DAL00,AT&T Stadium
2021_04_JAX_CIN,2021,REG,4,2021-09-30,Thursday,20:20,JAX,21,CIN,24,Home,3,0,0,4,4,Urban Meyer,Zac Taylor,Brad Allen,CIN00,Paul Brown Stadium
2021_04_WAS_ATL,2021,REG,4,2021-10-03,Sunday,13:00,WAS,34,ATL,30,Home,-4,0,0,7,7,Ron Rivera,Arthur Smith,Clay Martin,ATL97,Mercedes-Benz Stadium
2021_04_HOU_BUF,2021,REG,4,2021-10-03,Sunday,13:00,HOU,0,BUF,40,Home,40,0,0,10,7,David Culley,Sean McDermott,Ron Torbert,BUF00,New Era Field
2021_04_DET_CHI,2021,REG,4,2021-10-03,Sunday,13:00,DET,14,CHI,24,Home,10,0,1,7,7,Dan Campbell,Matt Nagy,Shawn Smith,CHI98,Soldier Field
2021_04_CAR_DAL,2021,REG,4,2021-10-03,Sunday,13:00,CAR,28,DAL,36,Home,8,0,0,10,6,Matt Rhule,Mike McCarthy,Jerome Boger,DAL00,AT&T Stadium
2021_04_IND_MIA,2021,REG,4,2021-10-03,Sunday,13:00,IND,27,MIA,17,Home,-10,0,0,7,7,Frank Reich,Brian Flores,Alex Kemp,MIA00,Hard Rock Stadium
