Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,08/08/2015,12:45,Man United,Tottenham,1,0,H
E0,08/08/2015,15:00,Bournemouth,Aston Villa,0,1,A
E0,08/08/2015,15:00,Everton,Watford,2,2,D
E0,08/08/2015,15:00,Leicester,Sunderland,4,2,H
E0,08/08/2015,15:00,Norwich,Crystal Palace,1,3,A
E0,08/08/2015,17:30,Chelsea,Swansea,2,2,D
E0,09/08/2015,13:30,Newcastle,Southampton,2,2,D
E0,09/08/2015,13:30,Arsenal,West Ham,0,2,A
E0,09/08/2015,16:00,Stoke,Liverpool,0,1,A
E0,10/08/2015,20:00,West Brom,Man City,0,3,A
E0,14/08/2015,19:45,Aston Villa,Man United,0,1,A
E0,15/08/2015,12:45,Southampton,Everton,0,3,A
E0,15/08/2015,15:00,Sunderland,Norwich,1,3,A
E0,15/08/2015,15:00,Swansea,Newcastle,2,0,H
E0,15/08/2015,15:00,Tottenham,Stoke,2,2,D
E0,15/08/2015,15:00,Watford,West Brom,0,0,D
E0,15/08/2015,15:00,West Ham,Leicester,1,2,A
E0,16/08/2015,13:30,Crystal Palace,Arsenal,1,2,A
E0,16/08/2015,16:00,Man City,Chelsea,3,0,H
E0,17/08/2015,20:00,Liverpool,Bournemouth,1,0,H
E0,22/08/2015,12:45,Man United,Newcastle,0,0,D
E0,22/08/2015,15:00,Crystal Palace,Aston Villa,2,1,H
E0,22/08/2015,15:00,Leicester,Tottenham,1,1,D
E0,22/08/2015,15:00,Norwich,Stoke,1,1,D
E0,22/08/2015,15:00,Sunderland,Swansea,1,1,D
E0,22/08/2015,15:00,West Ham,Bournemouth,3,4,A
E0,23/08/2015,13:30,West Brom,Chelsea,2,3,A
E0,23/08/2015,16:00,Everton,Man City,0,2,A
E0,23/08/2015,16:00,Watford,Southampton,0,0,D
E0,24/08/2015,20:00,Arsenal,Liverpool,0,0,D
E0,29/08/2015,12:45,Newcastle,Arsenal,0,1,A
E0,29/08/2015,15:00,Bournemouth,Leicester,1,1,D
E0,29/08/2015,15:00,Aston Villa,Sunderland,2,2,D
E0,29/08/2015,15:00,Chelsea,Crystal Palace,1,2,A
E0,29/08/2015,15:00,Liverpool,West Ham,0,3,A
E0,29/08/2015,15:00,Man City,Watford,2,0,H
E0,29/08/2015,15:00,Stoke,West Brom,0,1,A
E0,29/08/2015,17:30,Tottenham,Everton,0,0,D
E0,30/08/2015,13:30,Southampton,Norwich,3,0,H
E0,30/08/2015,16:00,Swansea,Man United,2,1,H
E0,12/09/2015,12:45,Everton,Chelsea,3,1,H
E0,12/09/2015,15:00,Arsenal,Stoke,2,0,H
E0,12/09/2015,15:00,Crystal Palace,Man City,0,1,A
E0,12/09/2015,15:00,Norwich,Bournemouth,3,1,H
E0,12/09/2015,15:00,Watford,Swansea,1,0,H
E0,12/09/2015,15:00,West Brom,Southampton,0,0,D
E0,12/09/2015,17:30,Man United,Liverpool,3,1,H
E0,13/09/2015,13:30,Sunderland,Tottenham,0,1,A
E0,13/09/2015,16:00,Leicester,Aston Villa,3,2,H
E0,14/09/2015,20:00,West Ham,Newcastle,2,0,H
E0,19/09/2015,12:45,Chelsea,Arsenal,2,0,H
E0,19/09/2015,15:00,Bournemouth,Sunderland,2,0,H
E0,19/09/2015,15:00,Aston Villa,West Brom,0,1,A
E0,19/09/2015,15:00,Newcastle,Watford,1,2,A
E0,19/09/2015,15:00,Stoke,Leicester,2,2,D
E0,19/09/2015,15:00,Swansea,Everton,0,0,D
E0,19/09/2015,17:30,Man City,West Ham,1,2,A
E0,20/09/2015,13:30,Tottenham,Crystal Palace,1,0,H
E0,20/09/2015,16:00,Liverpool,Norwich,1,1,D
E0,20/09/2015,16:00,Southampton,Man United,2,3,A
E0,26/09/2015,12:45,Tottenham,Man City,4,1,H
E0,26/09/2015,15:00,Leicester,Arsenal,2,5,A
E0,26/09/2015,15:00,Liverpool,Aston Villa,3,2,H
E0,26/09/2015,15:00,Man United,Sunderland,3,0,H
E0,26/09/2015,15:00,Southampton,Swansea,3,1,H
E0,26/09/2015,15:00,Stoke,Bournemouth,2,1,H
