Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,01/01/2025,19:45,Liverpool,Wolves,1,3,A
E0,01/02/2025,15:00,Brighton,Ipswich,0,2,A
E0,01/02/2025,12:30,Fulham,Arsenal,2,3,A
E0,01/03/2025,12:30,Fulham,Southampton,0,3,A
E0,01/03/2025,15:00,Southampton,Fulham,0,0,D
E0,01/04/2025,15:00,Arsenal,Man City,3,1,H
E0,01/04/2025,14:00,Wolves,Chelsea,1,3,A
E0,01/09/2024,14:00,Liverpool,Nottm Forest,4,2,H
E0,01/09/2024,16:30,Wolves,Leicester,3,0,H
E0,01/09/2024,12:30,Liverpool,Arsenal,1,0,H
E0,01/09/2024,15:00,Liverpool,Brentford,4,2,H
E0,01/10/2024,14:00,Chelsea,Tottenham,1,0,H
E0,01/10/2024,16:30,Aston Villa,Arsenal,2,3,A
E0,01/11/2024,20:00,Aston Villa,Bournemouth,2,3,A
E0,01/12/2024,14:00,Liverpool,Brighton,1,0,H
E0,01/12/2024,16:30,Ipswich,Wolves,0,0,D
E0,01/12/2024,12:30,Bournemouth,Aston Villa,1,3,A
E0,01/12/2024,15:00,Aston Villa,Tottenham,2,3,A
E0,02/02/2025,16:30,Wolves,Crystal Palace,2,3,A
E0,02/02/2025,15:00,Newcastle,Wolves,1,3,A
E0,02/02/2025,14:00,Chelsea,Brentford,0,1,A
E0,02/03/2025,14:00,Everton,Crystal Palace,0,0,D
E0,02/03/2025,15:00,Brighton,Newcastle,4,1,H
E0,02/03/2025,12:30,Tottenham,Leicester,2,2,D
E0,02/03/2025,16:30,West Ham,Arsenal,2,3,A
E0,02/04/2025,14:00,Newcastle,Crystal Palace,3,0,H
E0,02/09/2024,14:00,Leicester,Chelsea,0,3,A
E0,02/09/2024,15:00,West Ham,Newcastle,3,0,H
E0,02/10/2024,14:00,Man City,Crystal Palace,3,2,H
E0,02/11/2024,15:00,Tottenham,Man City,4,0,H
E0,02/11/2024,12:30,Leicester,Liverpool,0,2,A
E0,02/12/2024,14:00,Southampton,Liverpool,4,3,H
E0,02/12/2024,15:00,Everton,Leicester,4,3,H
E0,03/02/2025,16:30,Brighton,Man City,2,0,H
E0,03/02/2025,15:00,Brentford,Leicester,2,2,D
E0,03/03/2025,15:00,Leicester,Everton,1,1,D
E0,03/05/2025,15:00,Fulham,Wolves,4,2,H
E0,03/09/2024,15:00,Ipswich,Leicester,2,1,H
E0,03/11/2024,15:00,Man City,Aston Villa,1,1,D
E0,03/11/2024,14:00,Southampton,Leicester,4,0,H
E0,03/11/2024,16:30,Newcastle,Bournemouth,3,2,H
E0,04/01/2025,15:00,Arsenal,Wolves,3,2,H
E0,04/02/2025,15:00,Brentford,Fulham,1,3,A
E0,04/02/2025,16:30,Leicester,Brighton,0,2,A
E0,04/03/2025,19:45,Liverpool,Everton,3,0,H
E0,04/05/2025,15:00,Southampton,Arsenal,0,2,A
E0,04/05/2025,14:00,Bournemouth,Chelsea,4,3,H
E0,04/09/2024,15:00,Brentford,Aston Villa,1,3,A
E0,04/10/2024,20:00,Bournemouth,Everton,4,1,H
E0,04/11/2024,15:00,Fulham,Chelsea,0,2,A
E0,04/11/2024,14:00,Bournemouth,Brentford,4,0,H
E0,05/01/2025,15:00,Brentford,Wolves,1,2,A
E0,05/01/2025,14:00,Chelsea,Everton,1,3,A
E0,05/02/2025,15:00,Crystal Palace,Southampton,4,1,H
E0,05/02/2025,19:45,Tottenham,Liverpool,3,1,H
E0,05/04/2025,15:00,Chelsea,Fulham,3,3,D
E0,05/04/2025,17:30,Newcastle,Fulham,1,1,D
E0,05/05/2025,15:00,Man City,Everton,2,3,A
E0,05/10/2024,12:30,Aston Villa,Nottm Forest,4,0,H
E0,05/10/2024,17:30,Chelsea,Ipswich,1,0,H
E0,05/11/2024,15:00,Southampton,Chelsea,1,3,A
E0,05/11/2024,14:00,Leicester,Fulham,3,0,H
E0,06/01/2025,14:00,Tottenham,Everton,3,1,H
E0,06/01/2025,15:00,Crystal Palace,Tottenham,4,1,H
E0,06/02/2025,15:00,Man United,Liverpool,3,0,H
E0,06/04/2025,14:00,Brentford,Southampton,2,1,H
E0,06/04/2025,15:00,Man City,Tottenham,2,3,A
E0,06/05/2025,15:00,Bournemouth,Fulham,4,2,H
E0,06/05/2025,19:45,Fulham,Man United,4,0,H
E0,06/10/2024,14:00,Wolves,West Ham,2,1,H
E0,07/01/2025,19:45,Liverpool,Ipswich,2,3,A
E0,07/01/2025,15:00,Leicester,Tottenham,1,3,A
E0,07/02/2025,15:00,Arsenal,Southampton,1,0,H
E0,07/02/2025,20:00,Fulham,Bournemouth,0,2,A
E0,07/03/2025,20:00,Tottenham,Nottm Forest,1,1,D
E0,07/04/2025,14:00,Tottenham,Ipswich,2,1,H
E0,07/04/2025,15:00,Everton,Aston Villa,4,2,H
E0,07/05/2025,15:00,Bournemouth,West Ham,4,1,H
E0,07/05/2025,19:45,Ipswich,Newcastle,4,1,H
E0,07/09/2024,15:00,West Ham,Brentford,4,3,H
E0,07/10/2024,14:00,Man City,Brentford,1,1,D
E0,07/10/2024,20:00,West Ham,Fulham,1,2,A
E0,07/12/2024,12:30,Arsenal,Tottenham,0,1,A
E0,07/12/2024,17:30,Man United,Tottenham,1,1,D
E0,07/12/2024,15:00,Man United,Aston Villa,1,0,H
E0,08/01/2025,19:45,Chelsea,Leicester,0,2,A
E0,08/01/2025,15:00,Bournemouth,Arsenal,1,0,H
E0,08/02/2025,17:30,Bournemouth,Southampton,0,0,D
E0,08/02/2025,12:30,Tottenham,Aston Villa,1,3,A
E0,08/02/2025,15:00,Ipswich,Everton,1,3,A
E0,08/03/2025,15:00,Tottenham,Fulham,4,3,H
E0,08/03/2025,12:30,West Ham,Southampton,3,3,D
E0,08/03/2025,20:00,Fulham,Crystal Palace,1,3,A
E0,08/04/2025,19:45,Tottenham,Brighton,4,2,H
E0,08/04/2025,15:00,Bournemouth,Leicester,1,0,H
E0,08/05/2025,15:00,Arsenal,Fulham,2,3,A
E0,08/05/2025,19:45,Fulham,Brighton,1,1,D
E0,08/09/2024,14:00,Bournemouth,Tottenham,0,0,D
E0,08/09/2024,16:30,Brighton,Liverpool,4,0,H
E0,08/10/2024,14:00,Southampton,Man United,1,1,D
E0,08/12/2024,12:30,Newcastle,Southampton,4,2,H
E0,08/12/2024,15:00,Tottenham,Arsenal,1,0,H
E0,08/12/2024,14:00,West Ham,Leicester,0,2,A
E0,09/01/2025,15:00,Crystal Palace,Chelsea,4,0,H
E0,09/02/2025,15:00,Brighton,Chelsea,1,3,A
E0,09/03/2025,16:30,Man United,Wolves,4,2,H
E0,09/03/2025,15:00,Crystal Palace,Wolves,0,2,A
E0,09/04/2025,19:45,Aston Villa,Newcastle,3,3,D
E0,09/09/2024,16:30,Arsenal,Newcastle,4,1,H
E0,09/09/2024,14:00,Ipswich,Tottenham,2,1,H
E0,09/09/2024,20:00,Brentford,Bournemouth,1,0,H
E0,09/10/2024,19:45,Liverpool,Man City,2,1,H
E0,09/11/2024,17:30,Wolves,Aston Villa,3,2,H
E0,09/11/2024,15:00,Leicester,Nottm Forest,3,1,H
E0,09/12/2024,20:00,Leicester,Arsenal,2,1,H
E0,10/03/2025,16:30,Nottm Forest,Southampton,2,3,A
E0,10/04/2025,19:45,Bournemouth,Nottm Forest,1,0,H
E0,10/05/2025,17:30,Brentford,Liverpool,2,0,H
E0,10/05/2025,12:30,West Ham,Wolves,0,2,A
E0,10/05/2025,15:00,Nottm Forest,West Ham,3,1,H
E0,10/09/2024,19:45,Everton,Tottenham,3,1,H
E0,10/09/2024,14:00,West Ham,Chelsea,0,1,A
E0,10/11/2024,15:00,Leicester,Man City,4,3,H
E0,10/11/2024,14:00,Arsenal,Everton,1,1,D
E0,10/11/2024,16:30,West Ham,Everton,0,3,A
E0,10/12/2024,19:45,Man United,Brighton,3,2,H
E0,11/01/2025,15:00,Wolves,Brentford,0,2,A
E0,11/02/2025,19:45,Wolves,Fulham,1,0,H
E0,11/03/2025,16:30,Wolves,Bournemouth,3,2,H
E0,11/05/2025,14:00,Leicester,Aston Villa,3,0,H
E0,11/05/2025,15:00,Newcastle,Ipswich,1,1,D
E0,11/05/2025,12:30,Nottm Forest,Everton,0,0,D
E0,11/09/2024,14:00,Nottm Forest,Crystal Palace,2,2,D
E0,11/11/2024,14:00,Leicester,West Ham,4,3,H
E0,11/11/2024,15:00,Crystal Palace,Newcastle,0,3,A
E0,11/11/2024,16:30,Nottm Forest,Fulham,2,0,H
E0,11/12/2024,19:45,Southampton,Ipswich,1,1,D
E0,12/01/2025,16:30,Ipswich,Fulham,3,3,D
E0,12/01/2025,15:00,Crystal Palace,Brentford,1,2,A
E0,12/02/2025,19:45,Aston Villa,Fulham,4,2,H
E0,12/03/2025,16:30,Brentford,Nottm Forest,2,0,H
E0,12/04/2025,15:00,Crystal Palace,Aston Villa,4,3,H
E0,12/04/2025,17:30,Tottenham,Crystal Palace,4,2,H
E0,12/05/2025,20:00,Liverpool,Fulham,2,3,A
E0,12/05/2025,14:00,Tottenham,Wolves,2,1,H
E0,12/05/2025,15:00,West Ham,Man City,3,1,H
E0,12/10/2024,17:30,Brentford,West Ham,3,3,D
E0,12/10/2024,12:30,Nottm Forest,Liverpool,4,0,H
E0,12/10/2024,15:00,West Ham,Brighton,2,3,A
E0,12/11/2024,16:30,Everton,Arsenal,4,3,H
E0,12/11/2024,14:00,Fulham,Nottm Forest,4,0,H
E0,12/12/2024,19:45,Wolves,Arsenal,3,3,D
E0,13/01/2025,15:00,West Ham,Man United,3,0,H
E0,13/01/2025,16:30,Ipswich,Man City,0,2,A
E0,13/04/2025,16:30,Southampton,Newcastle,4,1,H
E0,13/04/2025,15:00,Newcastle,Man City,0,0,D
E0,13/04/2025,14:00,Ipswich,Southampton,2,1,H
E0,13/05/2025,15:00,Man United,West Ham,1,0,H
E0,13/09/2024,20:00,Chelsea,Aston Villa,0,0,D
E0,13/10/2024,15:00,Wolves,Tottenham,1,0,H
E0,13/11/2024,19:45,Man United,Nottm Forest,4,2,H
E0,14/01/2025,16:30,West Ham,Liverpool,0,1,A
E0,14/01/2025,19:45,Man United,Chelsea,4,0,H
E0,14/04/2025,14:00,Nottm Forest,Ipswich,1,1,D
E0,14/04/2025,15:00,Leicester,Crystal Palace,0,0,D
E0,14/04/2025,20:00,Ipswich,Aston Villa,3,3,D
E0,14/09/2024,15:00,Aston Villa,Man United,0,3,A
E0,14/10/2024,15:00,Crystal Palace,Brighton,4,0,H
E0,14/11/2024,19:45,Ipswich,Arsenal,3,0,H
E0,14/12/2024,15:00,Wolves,Ipswich,4,1,H
E0,15/01/2025,16:30,Man City,Fulham,4,3,H
E0,15/01/2025,19:45,Tottenham,West Ham,2,0,H
E0,15/02/2025,12:30,Leicester,Southampton,1,1,D
E0,15/02/2025,15:00,Brighton,Leicester,2,2,D
E0,15/02/2025,17:30,Everton,Brentford,3,3,D
E0,15/03/2025,15:00,Nottm Forest,Bournemouth,0,2,A
E0,15/03/2025,12:30,Brentford,Everton,3,0,H
E0,15/04/2025,15:00,Chelsea,Crystal Palace,2,3,A
E0,15/09/2024,15:00,Newcastle,Liverpool,3,0,H
E0,15/09/2024,16:30,Brighton,Nottm Forest,1,3,A
E0,15/12/2024,16:30,Man United,Leicester,2,1,H
E0,15/12/2024,14:00,Brighton,Everton,4,3,H
E0,15/12/2024,15:00,Man United,Arsenal,0,3,A
E0,16/01/2025,19:45,Man United,Brentford,0,1,A
E0,16/02/2025,16:30,Southampton,Everton,1,0,H
E0,16/02/2025,15:00,Crystal Palace,Nottm Forest,4,0,H
E0,16/02/2025,14:00,Tottenham,Chelsea,0,3,A
E0,16/03/2025,14:00,Ipswich,Man United,4,1,H
E0,16/03/2025,15:00,Fulham,Ipswich,0,1,A
