Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,12/09/2020,12:30,Fulham,Arsenal,0,3,A
E0,12/09/2020,15:00,Crystal Palace,Southampton,1,0,H
E0,12/09/2020,17:30,Liverpool,Leeds,4,3,H
E0,12/09/2020,20:00,West Ham,Newcastle,0,2,A
E0,13/09/2020,14:00,West Brom,Leicester,0,3,A
E0,13/09/2020,16:30,Tottenham,Everton,0,1,A
E0,14/09/2020,18:00,Sheffield United,Wolves,0,2,A
E0,14/09/2020,20:15,Brighton,Chelsea,1,3,A
E0,19/09/2020,12:30,Everton,West Brom,5,2,H
E0,19/09/2020,15:00,Leeds,Fulham,4,3,H
E0,19/09/2020,17:30,Man United,Crystal Palace,1,3,A
E0,19/09/2020,20:00,Arsenal,West Ham,2,1,H
E0,20/09/2020,12:00,Southampton,Tottenham,2,5,A
E0,20/09/2020,14:00,Newcastle,Brighton,0,3,A
E0,20/09/2020,16:30,Chelsea,Liverpool,0,2,A
E0,20/09/2020,19:00,Leicester,Burnley,4,2,H
E0,21/09/2020,18:00,Aston Villa,Sheffield United,1,0,H
E0,21/09/2020,20:15,Wolves,Man City,1,3,A
E0,26/09/2020,12:30,Brighton,Man United,2,3,A
E0,26/09/2020,15:00,Crystal Palace,Everton,1,2,A
E0,26/09/2020,17:30,West Brom,Chelsea,3,3,D
E0,26/09/2020,20:00,Burnley,Southampton,0,1,A
E0,27/09/2020,12:00,Sheffield United,Leeds,0,1,A
E0,27/09/2020,14:00,Tottenham,Newcastle,1,1,D
E0,27/09/2020,16:30,Man City,Leicester,2,5,A
E0,27/09/2020,19:00,West Ham,Wolves,4,0,H
E0,28/09/2020,17:45,Fulham,Aston Villa,0,3,A
E0,28/09/2020,20:00,Liverpool,Arsenal,3,1,H
E0,03/10/2020,12:30,Chelsea,Crystal Palace,4,0,H
E0,03/10/2020,15:00,Everton,Brighton,4,2,H
E0,03/10/2020,17:30,Leeds,Man City,1,1,D
E0,03/10/2020,20:00,Newcastle,Burnley,3,1,H
E0,04/10/2020,12:00,Leicester,West Ham,0,3,A
E0,04/10/2020,12:00,Southampton,West Brom,2,0,H
E0,04/10/2020,14:00,Wolves,Fulham,1,0,H
E0,04/10/2020,14:00,Arsenal,Sheffield United,2,1,H
E0,04/10/2020,16:30,Man United,Tottenham,1,6,A
E0,04/10/2020,19:15,Aston Villa,Liverpool,7,2,H
E0,17/10/2020,12:30,Everton,Liverpool,2,2,D
E0,17/10/2020,15:00,Chelsea,Southampton,3,3,D
E0,17/10/2020,17:30,Man City,Arsenal,1,0,H
E0,17/10/2020,20:00,Newcastle,Man United,1,4,A
E0,18/10/2020,12:00,Sheffield United,Fulham,1,1,D
E0,18/10/2020,14:00,Crystal Palace,Brighton,1,1,D
E0,18/10/2020,16:30,Tottenham,West Ham,3,3,D
E0,18/10/2020,19:15,Leicester,Aston Villa,0,1,A
E0,19/10/2020,17:30,West Brom,Burnley,0,0,D
E0,19/10/2020,20:00,Leeds,Wolves,0,1,A
E0,23/10/2020,20:00,Aston Villa,Leeds,0,3,A
E0,24/10/2020,12:30,West Ham,Man City,1,1,D
E0,24/10/2020,15:00,Fulham,Crystal Palace,1,2,A
E0,24/10/2020,17:30,Man United,Chelsea,0,0,D
E0,24/10/2020,20:00,Liverpool,Sheffield United,2,1,H
E0,25/10/2020,14:00,Southampton,Everton,2,0,H
E0,25/10/2020,16:30,Wolves,Newcastle,1,1,D
E0,25/10/2020,19:15,Arsenal,Leicester,0,1,A
E0,26/10/2020,17:30,Brighton,West Brom,1,1,D
E0,26/10/2020,20:00,Burnley,Tottenham,0,1,A
E0,30/10/2020,20:00,Wolves,Crystal Palace,2,0,H
E0,31/10/2020,12:30,Sheffield United,Man City,0,1,A
E0,31/10/2020,15:00,Burnley,Chelsea,0,3,A
E0,31/10/2020,17:30,Liverpool,West Ham,2,1,H
E0,01/11/2020,12:00,Aston Villa,Southampton,3,4,A
E0,01/11/2020,14:00,Newcastle,Everton,2,1,H
E0,01/11/2020,16:30,Man United,Arsenal,0,1,A
E0,01/11/2020,19:15,Tottenham,Brighton,2,1,H
E0,02/11/2020,17:30,Fulham,West Brom,2,0,H
E0,02/11/2020,20:00,Leeds,Leicester,1,4,A
E0,06/11/2020,17:30,Brighton,Burnley,0,0,D
E0,06/11/2020,20:00,Southampton,Newcastle,2,0,H
E0,07/11/2020,12:30,Everton,Man United,1,3,A
E0,07/11/2020,15:00,Crystal Palace,Leeds,4,1,H
E0,07/11/2020,17:30,Chelsea,Sheffield United,4,1,H
E0,07/11/2020,20:00,West Ham,Fulham,1,0,H
E0,08/11/2020,12:00,West Brom,Tottenham,0,1,A
E0,08/11/2020,14:00,Leicester,Wolves,1,0,H
E0,08/11/2020,16:30,Man City,Liverpool,1,1,D
E0,08/11/2020,19:15,Arsenal,Aston Villa,0,3,A
E0,21/11/2020,12:30,Newcastle,Chelsea,0,2,A
E0,21/11/2020,15:00,Aston Villa,Brighton,1,2,A
E0,21/11/2020,17:30,Tottenham,Man City,2,0,H
E0,21/11/2020,20:00,Man United,West Brom,1,0,H
E0,22/11/2020,12:00,Fulham,Everton,2,3,A
E0,22/11/2020,14:00,Sheffield United,West Ham,0,1,A
E0,22/11/2020,16:30,Leeds,Arsenal,0,0,D
E0,22/11/2020,19:15,Liverpool,Leicester,3,0,H
E0,23/11/2020,17:30,Burnley,Crystal Palace,1,0,H
E0,23/11/2020,20:00,Wolves,Southampton,1,1,D
E0,27/11/2020,20:00,Crystal Palace,Newcastle,0,2,A
E0,28/11/2020,12:30,Brighton,Liverpool,1,1,D
E0,28/11/2020,15:00,Man City,Burnley,5,0,H
E0,28/11/2020,17:30,Everton,Leeds,0,1,A
E0,28/11/2020,20:00,West Brom,Sheffield United,1,0,H
E0,29/11/2020,14:00,Southampton,Man United,2,3,A
E0,29/11/2020,16:30,Chelsea,Tottenham,0,0,D
E0,29/11/2020,19:15,Arsenal,Wolves,1,2,A
E0,30/11/2020,17:30,Leicester,Fulham,1,2,A
E0,30/11/2020,20:00,West Ham,Aston Villa,2,1,H
E0,05/12/2020,12:30,Burnley,Everton,1,1,D
E0,05/12/2020,15:00,Man City,Fulham,2,0,H
E0,05/12/2020,17:30,West Ham,Man United,1,3,A
E0,05/12/2020,20:00,Chelsea,Leeds,3,1,H
E0,06/12/2020,12:00,West Brom,Crystal Palace,1,5,A
E0,06/12/2020,14:15,Sheffield United,Leicester,1,2,A
E0,06/12/2020,16:30,Tottenham,Arsenal,2,0,H
E0,06/12/2020,19:15,Liverpool,Wolves,4,0,H
E0,07/12/2020,20:00,Brighton,Southampton,1,2,A
E0,11/12/2020,20:00,Leeds,West Ham,1,2,A
E0,12/12/2020,12:30,Wolves,Aston Villa,0,1,A
E0,12/12/2020,15:00,Newcastle,West Brom,2,1,H
E0,12/12/2020,17:30,Man United,Man City,0,0,D
E0,12/12/2020,20:00,Everton,Chelsea,1,0,H
E0,13/12/2020,12:00,Southampton,Sheffield United,3,0,H
E0,13/12/2020,14:15,Crystal Palace,Tottenham,1,1,D
E0,13/12/2020,16:30,Fulham,Liverpool,1,1,D
E0,13/12/2020,19:15,Leicester,Brighton,3,0,H
E0,13/12/2020,19:15,Arsenal,Burnley,0,1,A
E0,15/12/2020,18:00,Wolves,Chelsea,2,1,H
E0,15/12/2020,20:00,Man City,West Brom,1,1,D
E0,16/12/2020,18:00,Arsenal,Southampton,1,1,D
E0,16/12/2020,18:00,Leicester,Everton,0,2,A
E0,16/12/2020,18:00,Leeds,Newcastle,5,2,H
E0,16/12/2020,20:00,Fulham,Brighton,0,0,D
E0,16/12/2020,20:00,West Ham,Crystal Palace,1,1,D
E0,16/12/2020,20:00,Liverpool,Tottenham,2,1,H
E0,17/12/2020,18:00,Aston Villa,Burnley,0,0,D
E0,17/12/2020,20:00,Sheffield United,Man United,2,3,A
E0,19/12/2020,12:30,Crystal Palace,Liverpool,0,7,A
E0,19/12/2020,15:00,Southampton,Man City,0,1,A
E0,19/12/2020,17:30,Everton,Arsenal,2,1,H
E0,19/12/2020,20:00,Newcastle,Fulham,1,1,D
E0,20/12/2020,12:00,Brighton,Sheffield United,1,1,D
E0,20/12/2020,14:15,Tottenham,Leicester,0,2,A
E0,20/12/2020,16:30,Man United,Leeds,6,2,H
E0,20/12/2020,19:15,West Brom,Aston Villa,0,3,A
E0,21/12/2020,17:30,Burnley,Wolves,2,1,H
E0,21/12/2020,20:00,Chelsea,West Ham,3,0,H
E0,26/12/2020,12:30,Leicester,Man United,2,2,D
E0,26/12/2020,15:00,Fulham,Southampton,0,0,D
E0,26/12/2020,15:00,Aston Villa,Crystal Palace,3,0,H
E0,26/12/2020,17:30,Arsenal,Chelsea,3,1,H
E0,26/12/2020,20:00,Man City,Newcastle,2,0,H
E0,26/12/2020,20:00,Sheffield United,Everton,0,1,A
E0,27/12/2020,12:00,Leeds,Burnley,1,0,H
E0,27/12/2020,14:15,West Ham,Brighton,2,2,D
E0,27/12/2020,16:30,Liverpool,West Brom,1,1,D
E0,27/12/2020,19:15,Wolves,Tottenham,1,1,D
E0,28/12/2020,15:00,Crystal Palace,Leicester,1,1,D
E0,28/12/2020,17:30,Chelsea,Aston Villa,1,1,D
