Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,13/08/2021,20:00,Brentford,Arsenal,2,0,H
E0,14/08/2021,12:30,Man United,Leeds,5,1,H
E0,14/08/2021,15:00,Watford,Aston Villa,3,2,H
E0,14/08/2021,15:00,Leicester,Wolves,1,0,H
E0,14/08/2021,15:00,Everton,Southampton,3,1,H
E0,14/08/2021,15:00,Chelsea,Crystal Palace,3,0,H
E0,14/08/2021,15:00,Burnley,Brighton,1,2,A
E0,14/08/2021,17:30,Norwich,Liverpool,0,3,A
E0,15/08/2021,14:00,Newcastle,West Ham,2,4,A
E0,15/08/2021,16:30,Tottenham,Man City,1,0,H
E0,21/08/2021,12:30,Liverpool,Burnley,2,0,H
E0,21/08/2021,15:00,Man City,Norwich,5,0,H
E0,21/08/2021,15:00,Leeds,Everton,2,2,D
E0,21/08/2021,15:00,Crystal Palace,Brentford,0,0,D
E0,21/08/2021,15:00,Aston Villa,Newcastle,2,0,H
E0,21/08/2021,17:30,Brighton,Watford,2,0,H
E0,22/08/2021,14:00,Wolves,Tottenham,0,1,A
E0,22/08/2021,14:00,Southampton,Man United,1,1,D
E0,22/08/2021,16:30,Arsenal,Chelsea,0,2,A
E0,23/08/2021,20:00,West Ham,Leicester,4,1,H
E0,28/08/2021,12:30,Man City,Arsenal,5,0,H
E0,28/08/2021,15:00,West Ham,Crystal Palace,2,2,D
E0,28/08/2021,15:00,Norwich,Leicester,1,2,A
E0,28/08/2021,15:00,Newcastle,Southampton,2,2,D
E0,28/08/2021,15:00,Brighton,Everton,0,2,A
E0,28/08/2021,15:00,Aston Villa,Brentford,1,1,D
E0,28/08/2021,17:30,Liverpool,Chelsea,1,1,D
E0,29/08/2021,14:00,Tottenham,Watford,1,0,H
E0,29/08/2021,14:00,Burnley,Leeds,1,1,D
E0,29/08/2021,16:30,Wolves,Man United,0,1,A
E0,11/09/2021,12:30,Crystal Palace,Tottenham,3,0,H
E0,11/09/2021,15:00,Watford,Wolves,0,2,A
E0,11/09/2021,15:00,Southampton,West Ham,0,0,D
E0,11/09/2021,15:00,Man United,Newcastle,4,1,H
E0,11/09/2021,15:00,Leicester,Man City,0,1,A
E0,11/09/2021,15:00,Brentford,Brighton,0,1,A
E0,11/09/2021,15:00,Arsenal,Norwich,1,0,H
E0,11/09/2021,17:30,Chelsea,Aston Villa,3,0,H
E0,12/09/2021,16:30,Leeds,Liverpool,0,3,A
E0,13/09/2021,20:00,Everton,Burnley,3,1,H
E0,17/09/2021,20:00,Newcastle,Leeds,1,1,D
E0,18/09/2021,12:30,Wolves,Brentford,0,2,A
E0,18/09/2021,15:00,Norwich,Watford,1,3,A
E0,18/09/2021,15:00,Man City,Southampton,0,0,D
E0,18/09/2021,15:00,Liverpool,Crystal Palace,3,0,H
E0,18/09/2021,15:00,Burnley,Arsenal,0,1,A
E0,18/09/2021,17:30,Aston Villa,Everton,3,0,H
E0,19/09/2021,14:00,West Ham,Man United,1,2,A
E0,19/09/2021,14:00,Brighton,Leicester,2,1,H
E0,19/09/2021,16:30,Tottenham,Chelsea,0,3,A
E0,25/09/2021,12:30,Man United,Aston Villa,0,1,A
E0,25/09/2021,12:30,Chelsea,Man City,0,1,A
E0,25/09/2021,15:00,Watford,Newcastle,1,1,D
E0,25/09/2021,15:00,Leicester,Burnley,2,2,D
E0,25/09/2021,15:00,Leeds,West Ham,1,2,A
E0,25/09/2021,15:00,Everton,Norwich,2,0,H
E0,25/09/2021,17:30,Brentford,Liverpool,3,3,D
E0,26/09/2021,14:00,Southampton,Wolves,0,1,A
E0,26/09/2021,16:30,Arsenal,Tottenham,3,1,H
E0,27/09/2021,20:00,Crystal Palace,Brighton,1,1,D
E0,02/10/2021,12:30,Man United,Everton,1,1,D
E0,02/10/2021,15:00,Wolves,Newcastle,2,1,H
E0,02/10/2021,15:00,Leeds,Watford,1,0,H
E0,02/10/2021,15:00,Chelsea,Southampton,3,1,H
E0,02/10/2021,15:00,Burnley,Norwich,0,0,D
E0,02/10/2021,17:30,Brighton,Arsenal,0,0,D
E0,03/10/2021,14:00,West Ham,Brentford,1,2,A
E0,03/10/2021,14:00,Tottenham,Aston Villa,2,1,H
E0,03/10/2021,14:00,Crystal Palace,Leicester,2,2,D
E0,03/10/2021,16:30,Liverpool,Man City,2,2,D
E0,16/10/2021,12:30,Watford,Liverpool,0,5,A
E0,16/10/2021,15:00,Southampton,Leeds,1,0,H
E0,16/10/2021,15:00,Norwich,Brighton,0,0,D
E0,16/10/2021,15:00,Man City,Burnley,2,0,H
E0,16/10/2021,15:00,Leicester,Man United,4,2,H
E0,16/10/2021,15:00,Aston Villa,Wolves,2,3,A
E0,16/10/2021,17:30,Brentford,Chelsea,0,1,A
E0,17/10/2021,14:00,Everton,West Ham,0,1,A
E0,17/10/2021,16:30,Newcastle,Tottenham,2,3,A
E0,18/10/2021,20:00,Arsenal,Crystal Palace,2,2,D
E0,22/10/2021,20:00,Arsenal,Aston Villa,3,1,H
E0,23/10/2021,12:30,Chelsea,Norwich,7,0,H
E0,23/10/2021,15:00,Southampton,Burnley,2,2,D
E0,23/10/2021,15:00,Leeds,Wolves,1,1,D
E0,23/10/2021,15:00,Everton,Watford,2,5,A
E0,23/10/2021,15:00,Crystal Palace,Newcastle,1,1,D
E0,23/10/2021,17:30,Brighton,Man City,1,4,A
E0,24/10/2021,14:00,West Ham,Tottenham,1,0,H
E0,24/10/2021,14:00,Brentford,Leicester,1,2,A
E0,24/10/2021,16:30,Man United,Liverpool,0,5,A
E0,30/10/2021,12:30,Leicester,Arsenal,0,2,A
E0,30/10/2021,15:00,Watford,Southampton,0,1,A
E0,30/10/2021,15:00,Newcastle,Chelsea,0,3,A
E0,30/10/2021,15:00,Man City,Crystal Palace,0,2,A
E0,30/10/2021,15:00,Liverpool,Brighton,2,2,D
E0,30/10/2021,15:00,Burnley,Brentford,3,1,H
E0,30/10/2021,17:30,Tottenham,Man United,0,3,A
E0,31/10/2021,14:00,Norwich,Leeds,1,2,A
E0,31/10/2021,16:30,Aston Villa,West Ham,1,4,A
E0,01/11/2021,20:00,Wolves,Everton,2,1,H
E0,05/11/2021,20:00,Southampton,Aston Villa,1,0,H
E0,06/11/2021,12:30,Man United,Man City,0,2,A
E0,06/11/2021,15:00,Crystal Palace,Wolves,2,0,H
E0,06/11/2021,15:00,Chelsea,Burnley,1,1,D
E0,06/11/2021,15:00,Brentford,Norwich,1,2,A
E0,06/11/2021,17:30,Brighton,Newcastle,1,1,D
E0,07/11/2021,14:00,Leeds,Leicester,1,1,D
E0,07/11/2021,14:00,Everton,Tottenham,0,0,D
E0,07/11/2021,14:00,Arsenal,Watford,1,0,H
E0,07/11/2021,16:30,West Ham,Liverpool,3,2,H
E0,20/11/2021,12:30,Leicester,Chelsea,0,3,A
E0,20/11/2021,15:00,Wolves,West Ham,1,0,H
E0,20/11/2021,15:00,Watford,Man United,4,1,H
E0,20/11/2021,15:00,Norwich,Southampton,2,1,H
E0,20/11/2021,15:00,Newcastle,Brentford,3,3,D
E0,20/11/2021,15:00,Burnley,Crystal Palace,3,3,D
E0,20/11/2021,15:00,Aston Villa,Brighton,2,0,H
E0,20/11/2021,17:30,Liverpool,Arsenal,4,0,H
E0,21/11/2021,14:00,Man City,Everton,3,0,H
E0,21/11/2021,16:30,Tottenham,Leeds,2,1,H
E0,27/11/2021,12:30,Arsenal,Newcastle,2,0,H
E0,27/11/2021,15:00,Norwich,Wolves,0,0,D
E0,27/11/2021,15:00,Liverpool,Southampton,4,0,H
E0,27/11/2021,15:00,Crystal Palace,Aston Villa,1,2,A
E0,27/11/2021,17:30,Brighton,Leeds,0,0,D
E0,28/11/2021,14:00,Man City,West Ham,2,1,H
E0,28/11/2021,14:00,Leicester,Watford,4,2,H
E0,28/11/2021,14:00,Brentford,Everton,1,0,H
E0,28/11/2021,16:30,Chelsea,Man United,1,1,D
E0,30/11/2021,19:30,Newcastle,Norwich,1,1,D
E0,30/11/2021,20:15,Leeds,Crystal Palace,1,0,H
E0,01/12/2021,19:30,Southampton,Leicester,2,2,D
E0,01/12/2021,19:30,Wolves,Burnley,0,0,D
E0,01/12/2021,19:30,West Ham,Brighton,1,1,D
E0,01/12/2021,19:30,Watford,Chelsea,1,2,A
E0,01/12/2021,20:15,Everton,Liverpool,1,4,A
E0,01/12/2021,20:15,Aston Villa,Man City,1,2,A
E0,02/12/2021,19:30,Tottenham,Brentford,2,0,H
E0,02/12/2021,20:15,Man United,Arsenal,3,2,H
E0,04/12/2021,12:30,West Ham,Chelsea,3,2,H
E0,04/12/2021,15:00,Wolves,Liverpool,0,1,A
E0,04/12/2021,15:00,Southampton,Brighton,1,1,D
E0,04/12/2021,15:00,Newcastle,Burnley,1,0,H
E0,04/12/2021,17:30,Watford,Man City,1,3,A
E0,05/12/2021,14:00,Tottenham,Norwich,3,0,H
E0,05/12/2021,14:00,Man United,Crystal Palace,1,0,H
E0,05/12/2021,14:00,Leeds,Brentford,2,2,D
E0,05/12/2021,16:30,Aston Villa,Leicester,2,1,H
E0,06/12/2021,20:00,Everton,Arsenal,2,1,H
E0,10/12/2021,20:00,Brentford,Watford,2,1,H
E0,11/12/2021,12:30,Man City,Wolves,1,0,H
E0,11/12/2021,15:00,Liverpool,Aston Villa,1,0,H
E0,11/12/2021,15:00,Chelsea,Leeds,3,2,H
E0,11/12/2021,15:00,Arsenal,Southampton,3,0,H
E0,11/12/2021,17:30,Norwich,Man United,0,1,A
E0,12/12/2021,14:00,Leicester,Newcastle,4,0,H
E0,12/12/2021,14:00,Burnley,West Ham,0,0,D
E0,12/12/2021,16:30,Crystal Palace,Everton,3,1,H
E0,14/12/2021,19:45,Norwich,Aston Villa,0,2,A
E0,14/12/2021,20:00,Man City,Leeds,7,0,H
E0,15/12/2021,19:30,Crystal Palace,Southampton,2,2,D
E0,15/12/2021,19:30,Brighton,Wolves,0,1,A
E0,15/12/2021,20:00,Arsenal,West Ham,2,0,H
E0,16/12/2021,19:45,Chelsea,Everton,1,1,D
