Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,11/08/2023,20:00,Burnley,Man City,0,3,A
E0,12/08/2023,12:30,Arsenal,Nott'm Forest,2,1,H
E0,12/08/2023,15:00,Bournemouth,West Ham,1,1,D
E0,12/08/2023,15:00,Everton,Fulham,0,1,A
E0,12/08/2023,15:00,Sheffield United,Crystal Palace,0,1,A
E0,12/08/2023,17:30,Newcastle,Aston Villa,5,1,H
E0,13/08/2023,14:00,Brentford,Tottenham,2,2,D
E0,13/08/2023,14:00,Chelsea,Liverpool,1,1,D
E0,13/08/2023,14:00,Luton,Brighton,2,2,D
E0,13/08/2023,16:30,Man United,Wolves,1,0,H
E0,19/08/2023,12:30,Bournemouth,Tottenham,0,2,A
E0,19/08/2023,15:00,Brentford,Crystal Palace,1,0,H
E0,19/08/2023,15:00,Fulham,Brentford,0,3,A
E0,19/08/2023,15:00,Man City,Newcastle,1,0,H
E0,19/08/2023,15:00,Sheffield United,Nottm Forest,2,2,D
E0,19/08/2023,17:30,Brighton,West Ham,4,2,H
E0,20/08/2023,14:00,Arsenal,Fulham,2,2,D
E0,20/08/2023,14:00,Everton,Wolves,0,1,A
E0,20/08/2023,14:00,Luton,Burnley,1,1,D
E0,20/08/2023,16:30,Aston Villa,Everton,4,0,H
E0,26/08/2023,12:30,Chelsea,Luton,3,0,H
E0,26/08/2023,15:00,Burnley,Aston Villa,1,3,A
E0,26/08/2023,15:00,Crystal Palace,Arsenal,0,1,A
E0,26/08/2023,15:00,Nottm Forest,Sheffield United,1,2,A
E0,26/08/2023,15:00,Wolves,Brighton,1,1,D
E0,26/08/2023,17:30,Man United,Nottm Forest,3,2,H
E0,27/08/2023,14:00,Liverpool,Bournemouth,3,1,H
E0,27/08/2023,14:00,Newcastle,Liverpool,1,2,A
E0,27/08/2023,14:00,Tottenham,Man United,2,0,H
E0,27/08/2023,16:30,West Ham,Chelsea,3,1,H
E0,16/09/2023,12:30,Chelsea,Aston Villa,0,1,A
E0,16/09/2023,15:00,Burnley,Chelsea,1,1,D
E0,16/09/2023,15:00,Crystal Palace,Wolves,1,1,D
E0,16/09/2023,15:00,Luton,Wolves,2,1,H
E0,16/09/2023,15:00,Man City,Nottm Forest,2,0,H
E0,16/09/2023,17:30,Arsenal,Everton,1,0,H
E0,17/09/2023,14:00,Brentford,Arsenal,1,2,A
E0,17/09/2023,14:00,Brighton,Newcastle,1,0,H
E0,17/09/2023,14:00,Fulham,Luton,3,2,H
E0,17/09/2023,16:30,Liverpool,Wolves,3,1,H
E0,23/09/2023,12:30,Luton,Brighton,2,4,A
E0,23/09/2023,15:00,Aston Villa,Crystal Palace,3,2,H
E0,23/09/2023,15:00,Everton,Arsenal,0,1,A
E0,23/09/2023,15:00,Wolves,Man United,1,0,H
E0,23/09/2023,17:30,West Ham,Man City,1,3,A
E0,24/09/2023,14:00,Man United,Brighton,2,1,H
E0,24/09/2023,14:00,Newcastle,Brentford,1,0,H
E0,24/09/2023,14:00,Nottm Forest,Burnley,1,0,H
E0,24/09/2023,14:00,Tottenham,Liverpool,2,1,H
E0,24/09/2023,16:30,Chelsea,Fulham,2,2,D
E0,26/12/2023,12:30,Chelsea,Crystal Palace,2,1,H
E0,26/12/2023,15:00,Arsenal,West Ham,3,1,H
E0,26/12/2023,15:00,Burnley,Luton,4,1,H
E0,26/12/2023,15:00,Everton,Man City,1,3,A
E0,26/12/2023,15:00,Wolves,Fulham,1,0,H
E0,26/12/2023,17:30,Tottenham,Bournemouth,3,2,H
E0,27/12/2023,19:30,Liverpool,Arsenal,1,1,D
E0,27/12/2023,20:00,Man United,Aston Villa,0,1,A
E0,28/12/2023,19:30,Brighton,Brentford,1,2,A
E0,28/12/2023,20:00,Newcastle,Nottm Forest,3,1,H
E0,01/01/2024,15:00,Arsenal,Fulham,2,1,H
E0,01/01/2024,15:00,Brentford,Man City,1,0,H
E0,01/01/2024,15:00,Nottm Forest,Bournemouth,1,1,D
E0,01/01/2024,17:30,Tottenham,Burnley,2,2,D
E0,02/01/2024,20:00,Chelsea,Luton,3,0,H
E0,02/01/2024,20:00,Man United,Everton,2,0,H
