Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,01/02/2020,12:30,Arsenal,Wolves,4,1,H
E0,01/02/2020,15:00,Leicester,Aston Villa,0,0,D
E0,01/02/2020,17:30,Everton,Wolves,4,2,H
E0,01/03/2020,15:00,Arsenal,Southampton,4,0,H
E0,01/03/2020,16:30,Brighton,Norwich,0,1,A
E0,01/03/2020,14:00,Norwich,Aston Villa,4,3,H
E0,01/06/2020,16:30,Aston Villa,Newcastle,4,1,H
E0,01/06/2020,14:00,Wolves,Liverpool,2,1,H
E0,01/07/2020,19:45,Man City,Burnley,1,0,H
E0,01/09/2019,15:00,Bournemouth,Watford,2,2,D
E0,01/09/2019,12:30,Brighton,Aston Villa,3,2,H
E0,01/10/2019,15:00,Crystal Palace,Burnley,2,3,A
E0,01/12/2019,16:30,Burnley,West Ham,0,0,D
E0,01/12/2019,14:00,Wolves,Tottenham,4,3,H
E0,01/12/2019,15:00,Brighton,Man City,1,2,A
E0,02/02/2020,15:00,Tottenham,Chelsea,4,0,H
E0,02/02/2020,14:00,Man City,Tottenham,3,1,H
E0,02/02/2020,16:30,Everton,Liverpool,3,2,H
E0,02/02/2020,12:30,Wolves,Watford,0,1,A
E0,02/03/2020,15:00,Bournemouth,Southampton,2,3,A
E0,02/03/2020,16:30,Brighton,Burnley,0,2,A
E0,02/09/2019,15:00,West Ham,Tottenham,0,1,A
E0,02/10/2019,15:00,Norwich,Wolves,3,2,H
E0,02/11/2019,17:30,Man City,Sheffield United,3,0,H
E0,02/11/2019,15:00,Newcastle,Watford,3,1,H
E0,02/11/2019,12:30,Crystal Palace,Bournemouth,3,2,H
E0,02/12/2019,14:00,Liverpool,Leicester,3,0,H
E0,02/12/2019,16:30,Brighton,Southampton,2,3,A
E0,02/12/2019,15:00,Liverpool,Newcastle,2,2,D
E0,03/02/2020,12:30,Arsenal,Crystal Palace,4,3,H
E0,03/02/2020,20:00,Sheffield United,Arsenal,1,1,D
E0,03/03/2020,15:00,Bournemouth,Brighton,2,3,A
E0,03/05/2020,14:00,Southampton,Brighton,4,1,H
E0,03/06/2020,19:45,West Ham,Wolves,3,0,H
E0,03/09/2019,15:00,Watford,Brighton,0,3,A
E0,03/11/2019,17:30,Newcastle,Everton,4,0,H
E0,03/11/2019,14:00,Watford,Crystal Palace,0,1,A
E0,03/11/2019,16:30,Wolves,Brighton,3,1,H
E0,03/12/2019,14:00,Southampton,Crystal Palace,3,0,H
E0,03/12/2019,15:00,Aston Villa,Norwich,2,2,D
E0,04/01/2020,15:00,Man City,Aston Villa,0,1,A
E0,04/01/2020,17:30,Newcastle,Burnley,2,0,H
E0,04/02/2020,19:45,Newcastle,Norwich,2,2,D
E0,04/03/2020,15:00,Burnley,Man City,4,3,H
E0,04/05/2020,20:00,Wolves,Newcastle,4,0,H
E0,04/05/2020,14:00,Tottenham,Crystal Palace,2,2,D
E0,04/07/2020,15:00,Tottenham,Southampton,1,1,D
E0,04/07/2020,12:30,Crystal Palace,Everton,4,2,H
E0,04/09/2019,15:00,Tottenham,Aston Villa,0,1,A
E0,04/11/2019,20:00,Bournemouth,Wolves,3,1,H
E0,04/11/2019,16:30,West Ham,Crystal Palace,4,3,H
E0,05/01/2020,16:30,West Ham,Southampton,1,3,A
E0,05/01/2020,15:00,Newcastle,Man City,0,2,A
E0,05/01/2020,14:00,Man City,Norwich,0,0,D
E0,05/04/2020,16:30,Chelsea,Man United,2,3,A
E0,05/05/2020,14:00,Newcastle,Arsenal,4,3,H
E0,05/05/2020,20:00,Sheffield United,Bournemouth,0,0,D
E0,05/07/2020,15:00,Watford,Aston Villa,4,1,H
E0,05/09/2019,15:00,Man City,Brighton,3,3,D
E0,05/10/2019,15:00,Chelsea,Southampton,0,1,A
E0,05/10/2019,17:30,Leicester,Man City,4,2,H
E0,05/11/2019,16:30,Tottenham,Everton,1,2,A
E0,06/01/2020,16:30,Watford,Bournemouth,0,0,D
E0,06/01/2020,15:00,Norwich,Arsenal,3,1,H
E0,06/04/2020,20:00,Everton,Bournemouth,0,3,A
E0,06/04/2020,16:30,Chelsea,Bournemouth,0,3,A
E0,06/05/2020,19:45,Tottenham,Man United,2,1,H
E0,06/06/2020,12:30,Burnley,Norwich,3,0,H
E0,06/06/2020,15:00,Man United,Aston Villa,3,3,D
E0,06/07/2020,15:00,Arsenal,Aston Villa,0,0,D
E0,06/09/2019,15:00,Chelsea,Leicester,3,3,D
E0,06/10/2019,14:00,Crystal Palace,Tottenham,4,2,H
E0,06/10/2019,16:30,Burnley,Crystal Palace,3,3,D
E0,06/10/2019,17:30,Crystal Palace,Arsenal,0,0,D
E0,06/10/2019,15:00,Crystal Palace,Wolves,4,0,H
E0,06/11/2019,19:45,Burnley,Leicester,0,1,A
E0,07/01/2020,15:00,Brighton,Bournemouth,4,3,H
E0,07/01/2020,16:30,Arsenal,Chelsea,1,2,A
E0,07/04/2020,19:45,Everton,West Ham,4,0,H
E0,07/06/2020,15:00,Arsenal,Tottenham,4,3,H
E0,07/07/2020,19:45,Liverpool,Wolves,1,0,H
E0,07/09/2019,15:00,Wolves,Norwich,0,0,D
E0,07/10/2019,15:00,Sheffield United,Brighton,2,1,H
E0,07/12/2019,15:00,Norwich,Watford,2,1,H
E0,07/12/2019,12:30,Chelsea,Tottenham,2,2,D
E0,07/12/2019,17:30,Man United,Everton,0,2,A
E0,08/01/2020,15:00,Bournemouth,Everton,1,2,A
E0,08/05/2020,20:00,Bournemouth,Newcastle,2,0,H
E0,08/06/2020,15:00,Brighton,Newcastle,3,1,H
E0,08/07/2020,19:45,Wolves,Southampton,1,1,D
E0,08/09/2019,14:00,West Ham,Aston Villa,1,2,A
E0,08/09/2019,16:30,Aston Villa,Southampton,0,2,A
E0,08/09/2019,15:00,Brighton,Leicester,2,2,D
E0,08/10/2019,15:00,Liverpool,Crystal Palace,3,2,H
E0,08/10/2019,19:45,Man United,Arsenal,1,2,A
E0,08/12/2019,15:00,Brighton,Wolves,4,0,H
E0,08/12/2019,14:00,Aston Villa,West Ham,0,3,A
E0,08/12/2019,12:30,Crystal Palace,Norwich,2,3,A
E0,08/12/2019,16:30,Brighton,Sheffield United,4,2,H
E0,09/05/2020,17:30,Arsenal,Norwich,1,2,A
E0,09/05/2020,15:00,Tottenham,Norwich,0,1,A
