Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR
E0,01/01/2016,20:00,Norwich,Man City,3,3,D
E0,01/02/2016,15:00,Tottenham,Arsenal,3,3,D
E0,01/02/2016,14:00,Man City,Leicester,3,3,D
E0,01/03/2016,14:00,West Ham,Leicester,4,1,H
E0,01/03/2016,15:00,Leicester,Liverpool,2,2,D
E0,01/05/2016,15:00,Bournemouth,Leicester,3,0,H
E0,01/09/2015,16:30,Southampton,Everton,4,1,H
E0,01/09/2015,14:00,Man United,Everton,4,3,H
E0,01/11/2015,15:00,West Brom,Chelsea,4,0,H
E0,01/11/2015,14:00,West Brom,Watford,2,0,H
E0,01/12/2015,15:00,Arsenal,Norwich,3,2,H
E0,02/01/2016,15:00,Tottenham,Everton,4,2,H
E0,02/01/2016,12:30,Leicester,Newcastle,4,1,H
E0,02/02/2016,15:00,West Ham,Stoke,3,3,D
E0,02/02/2016,14:00,Southampton,Watford,3,2,H
E0,02/03/2016,15:00,Newcastle,Tottenham,0,1,A
E0,02/03/2016,19:45,Swansea,Sunderland,1,2,A
E0,02/04/2016,15:00,Newcastle,Southampton,1,1,D
E0,02/04/2016,12:30,Southampton,West Ham,3,1,H
E0,02/05/2016,15:00,Southampton,Man City,1,1,D
E0,02/09/2015,19:45,Everton,West Ham,4,3,H
E0,02/09/2015,14:00,Bournemouth,Chelsea,1,0,H
E0,02/11/2015,20:00,Leicester,Man City,4,1,H
E0,02/11/2015,15:00,Man United,Southampton,1,1,D
E0,02/11/2015,14:00,Southampton,Arsenal,1,2,A
E0,02/12/2015,15:00,Man City,Swansea,3,2,H
E0,03/01/2016,15:00,Tottenham,Sunderland,0,0,D
E0,03/02/2016,14:00,Arsenal,Aston Villa,0,3,A
E0,03/02/2016,15:00,Swansea,Chelsea,3,0,H
E0,03/02/2016,19:45,Norwich,Chelsea,2,1,H
E0,03/04/2016,16:30,Liverpool,Bournemouth,0,1,A
E0,03/05/2016,15:00,Arsenal,Leicester,4,2,H
E0,03/05/2016,19:45,Leicester,Man United,2,2,D
E0,03/10/2015,17:30,Stoke,Norwich,2,2,D
E0,03/10/2015,15:00,Sunderland,Newcastle,4,0,H
E0,03/11/2015,19:45,Arsenal,Newcastle,0,3,A
E0,03/11/2015,15:00,Man City,Man United,4,2,H
E0,03/11/2015,20:00,Leicester,Arsenal,2,3,A
E0,03/12/2015,15:00,Leicester,Norwich,3,1,H
E0,04/01/2016,20:00,Crystal Palace,Southampton,0,3,A
E0,04/01/2016,15:00,Everton,Leicester,0,2,A
E0,04/04/2016,16:30,Crystal Palace,Newcastle,2,2,D
E0,04/04/2016,20:00,West Brom,Man City,0,1,A
E0,04/05/2016,15:00,Crystal Palace,Man United,0,2,A
E0,04/10/2015,14:00,Newcastle,Man United,4,3,H
E0,04/10/2015,15:00,Leicester,Everton,3,0,H
E0,05/01/2016,19:45,Everton,Tottenham,0,3,A
E0,05/01/2016,15:00,Liverpool,West Brom,2,1,H
E0,05/03/2016,15:00,Arsenal,Tottenham,1,0,H
E0,05/03/2016,17:30,Liverpool,Newcastle,4,0,H
E0,05/04/2016,20:00,Everton,Crystal Palace,4,0,H
E0,05/04/2016,19:45,Chelsea,Tottenham,1,0,H
E0,05/04/2016,16:30,Norwich,Everton,0,0,D
E0,05/09/2015,15:00,Leicester,Stoke,1,0,H
E0,05/10/2015,20:00,Bournemouth,Aston Villa,0,3,A
E0,05/10/2015,15:00,Swansea,West Brom,4,0,H
E0,05/12/2015,12:30,Liverpool,Leicester,2,0,H
E0,05/12/2015,15:00,Tottenham,Crystal Palace,0,3,A
E0,06/01/2016,19:45,Man City,Stoke,0,2,A
E0,06/02/2016,15:00,Chelsea,West Ham,1,2,A
E0,06/02/2016,17:30,Liverpool,Chelsea,0,1,A
E0,06/03/2016,14:00,West Brom,Newcastle,1,0,H
E0,06/03/2016,16:30,Norwich,Tottenham,3,1,H
E0,06/03/2016,15:00,Southampton,Stoke,2,0,H
E0,06/04/2016,20:00,Crystal Palace,Leicester,3,0,H
E0,06/04/2016,19:45,Newcastle,Man City,3,2,H
E0,06/09/2015,16:30,West Brom,Aston Villa,2,0,H
E0,06/09/2015,14:00,Everton,Watford,3,1,H
E0,06/10/2015,19:45,West Ham,Arsenal,0,1,A
E0,06/10/2015,15:00,Bournemouth,Everton,3,3,D
E0,06/12/2015,12:30,Sunderland,Chelsea,2,1,H
E0,06/12/2015,14:00,Swansea,West Ham,3,2,H
E0,06/12/2015,15:00,West Ham,Crystal Palace,2,3,A
E0,07/02/2016,16:30,Southampton,Chelsea,3,0,H
E0,07/02/2016,15:00,Aston Villa,Newcastle,4,0,H
E0,07/02/2016,14:00,Tottenham,Southampton,4,1,H
E0,07/03/2016,15:00,Chelsea,Bournemouth,4,3,H
E0,07/03/2016,20:00,Watford,Chelsea,0,3,A
E0,07/05/2016,15:00,Everton,Man City,3,2,H
E0,07/05/2016,17:30,Newcastle,West Ham,2,2,D
E0,07/05/2016,12:30,Norwich,Southampton,3,1,H
E0,07/10/2015,15:00,Tottenham,Stoke,4,2,H
E0,07/11/2015,17:30,Everton,Norwich,1,1,D
E0,07/11/2015,12:30,Southampton,Crystal Palace,4,1,H
E0,07/11/2015,15:00,Southampton,Bournemouth,3,0,H
E0,07/12/2015,15:00,Bournemouth,Newcastle,4,3,H
E0,07/12/2015,20:00,Stoke,Tottenham,4,0,H
E0,07/12/2015,14:00,Everton,West Brom,1,1,D
