game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
0021800001,2018-19,REG,2018-10-16,Tuesday,,PHI,87,BOS,105,18,0,
0021800002,2018-19,REG,2018-10-16,Tuesday,,OKC,100,GSW,108,8,0,
0021800003,2018-19,REG,2018-10-17,Wednesday,,MIL,113,CHA,112,-1,0,
0021800004,2018-19,REG,2018-10-17,Wednesday,,BKN,100,DET,103,3,0,
0021800005,2018-19,REG,2018-10-17,Wednesday,,MEM,83,IND,111,28,0,
0021800006,2018-19,REG,2018-10-17,Wednesday,,MIA,101,ORL,104,3,0,
0021800007,2018-19,REG,2018-10-17,Wednesday,,ATL,107,NYK,126,19,0,
0021800008,2018-19,REG,2018-10-17,Wednesday,,CLE,104,TOR,116,12,0,
0021800009,2018-19,REG,2018-10-17,Wednesday,,NOP,131,HOU,112,-19,0,
0021800010,2018-19,REG,2018-10-17,Wednesday,,MIN,108,SAS,112,4,0,
0021800011,2018-19,REG,2018-10-17,Wednesday,,UTA,123,SAC,117,-6,0,
0021800012,2018-19,REG,2018-10-17,Wednesday,,DEN,107,LAC,98,-9,0,
0021800013,2018-19,REG,2018-10-17,Wednesday,,DAL,100,PHX,121,21,0,
0021800014,2018-19,REG,2018-10-18,Thursday,,CHI,108,PHI,127,19,0,
0021800015,2018-19,REG,2018-10-18,Thursday,,MIA,113,WAS,112,-1,0,
0021800016,2018-19,REG,2018-10-18,Thursday,,LAL,119,POR,128,9,0,
0021800017,2018-19,REG,2018-10-19,Friday,,CHA,120,ORL,88,-32,0,
0021800018,2018-19,REG,2018-10-19,Friday,,NYK,105,BKN,107,2,0,
0021800019,2018-19,REG,2018-10-19,Friday,,BOS,101,TOR,113,12,0,
0021800020,2018-19,REG,2018-10-19,Friday,,ATL,117,MEM,131,14,0,
0021800021,2018-19,REG,2018-10-19,Friday,,CLE,123,MIN,131,8,0,
0021800022,2018-19,REG,2018-10-19,Friday,,SAC,129,NOP,149,20,0,
0021800023,2018-19,REG,2018-10-19,Friday,,IND,101,MIL,118,17,0,
0021800024,2018-19,REG,2018-10-19,Friday,,GSW,124,UTA,123,-1,0,
0021800025,2018-19,REG,2018-10-19,Friday,,OKC,92,LAC,108,16,0,
0021800026,2018-19,REG,2018-10-20,Saturday,,BKN,112,IND,132,20,0,
0021800027,2018-19,REG,2018-10-20,Saturday,,TOR,117,WAS,113,-4,0,
0021800028,2018-19,REG,2018-10-20,Saturday,,BOS,103,NYK,101,-2,0,
0021800029,2018-19,REG,2018-10-20,Saturday,,ORL,115,PHI,116,1,0,
0021800030,2018-19,REG,2018-10-20,Saturday,,CHA,113,MIA,112,-1,0,
0021800031,2018-19,REG,2018-10-20,Saturday,,DET,118,CHI,116,-2,0,
0021800032,2018-19,REG,2018-10-20,Saturday,,MIN,136,DAL,140,4,0,
0021800033,2018-19,REG,2018-10-20,Saturday,,PHX,91,DEN,119,28,0,
0021800034,2018-19,REG,2018-10-20,Saturday,,SAS,108,POR,121,13,0,
0021800035,2018-19,REG,2018-10-20,Saturday,,HOU,124,LAL,115,-9,0,
0021800036,2018-19,REG,2018-10-21,Sunday,,ATL,133,CLE,111,-22,0,
0021800037,2018-19,REG,2018-10-21,Sunday,,SAC,131,OKC,120,-11,0,
0021800038,2018-19,REG,2018-10-21,Sunday,,GSW,98,DEN,100,2,0,
0021800039,2018-19,REG,2018-10-21,Sunday,,HOU,112,LAC,115,3,0,
0021800040,2018-19,REG,2018-10-22,Monday,,ORL,93,BOS,90,-3,0,
0021800041,2018-19,REG,2018-10-22,Monday,,CHA,106,TOR,127,21,0,
0021800042,2018-19,REG,2018-10-22,Monday,,NYK,113,MIL,124,11,0,
0021800043,2018-19,REG,2018-10-22,Monday,,IND,91,MIN,101,10,0,
0021800044,2018-19,REG,2018-10-22,Monday,,CHI,109,DAL,115,6,0,
0021800045,2018-19,REG,2018-10-22,Monday,,MEM,92,UTA,84,-8,0,
0021800046,2018-19,REG,2018-10-22,Monday,,WAS,125,POR,124,-1,0,
0021800047,2018-19,REG,2018-10-22,Monday,,PHX,103,GSW,123,20,0,
0021800048,2018-19,REG,2018-10-22,Monday,,SAS,143,LAL,142,-1,0,
0021800049,2018-19,REG,2018-10-23,Tuesday,,PHI,132,DET,133,1,0,
0021800050,2018-19,REG,2018-10-23,Tuesday,,LAC,109,NOP,116,7,0,
0021800051,2018-19,REG,2018-10-23,Tuesday,,SAC,112,DEN,126,14,0,
0021800052,2018-19,REG,2018-10-24,Wednesday,,DAL,104,ATL,111,7,0,
0021800053,2018-19,REG,2018-10-24,Wednesday,,BKN,102,CLE,86,-16,0,
0021800054,2018-19,REG,2018-10-24,Wednesday,,NYK,87,MIA,110,23,0,
0021800055,2018-19,REG,2018-10-24,Wednesday,,MIN,105,TOR,112,7,0,
0021800056,2018-19,REG,2018-10-24,Wednesday,,CHA,110,CHI,112,2,0,
0021800057,2018-19,REG,2018-10-24,Wednesday,,UTA,100,HOU,89,-11,0,
0021800058,2018-19,REG,2018-10-24,Wednesday,,IND,116,SAS,96,-20,0,
