game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
0022000001,2020-21,REG,2020-12-22,Tuesday,,GSW,99,BKN,125,26,0,
0022000002,2020-21,REG,2020-12-22,Tuesday,,LAC,116,LAL,109,-7,0,
0022000003,2020-21,REG,2020-12-23,Wednesday,,MIL,121,BOS,122,1,0,
0022000004,2020-21,REG,2020-12-23,Wednesday,,DAL,102,PHX,106,4,0,
0022000010,2020-21,REG,2020-12-23,Wednesday,,CHA,114,CLE,121,7,0,
0022000011,2020-21,REG,2020-12-23,Wednesday,,NYK,107,IND,121,14,0,
0022000012,2020-21,REG,2020-12-23,Wednesday,,MIA,107,ORL,113,6,0,
0022000013,2020-21,REG,2020-12-23,Wednesday,,WAS,107,PHI,113,6,0,
0022000014,2020-21,REG,2020-12-23,Wednesday,,NOP,113,TOR,99,-14,0,
0022000015,2020-21,REG,2020-12-23,Wednesday,,ATL,124,CHI,104,-20,0,
0022000017,2020-21,REG,2020-12-23,Wednesday,,SAS,131,MEM,119,-12,0,
0022000018,2020-21,REG,2020-12-23,Wednesday,,DET,101,MIN,111,10,0,
0022000019,2020-21,REG,2020-12-23,Wednesday,,SAC,124,DEN,122,-2,0,
0022000020,2020-21,REG,2020-12-23,Wednesday,,UTA,120,POR,100,-20,0,
0022000005,2020-21,REG,2020-12-25,Friday,,NOP,98,MIA,111,13,0,
0022000006,2020-21,REG,2020-12-25,Friday,,GSW,99,MIL,138,39,0,
0022000007,2020-21,REG,2020-12-25,Friday,,BKN,123,BOS,95,-28,0,
0022000008,2020-21,REG,2020-12-25,Friday,,DAL,115,LAL,138,23,0,
0022000009,2020-21,REG,2020-12-25,Friday,,LAC,121,DEN,108,-13,0,
0022000021,2020-21,REG,2020-12-26,Saturday,,ATL,122,MEM,112,-10,0,
0022000022,2020-21,REG,2020-12-26,Saturday,,OKC,109,CHA,107,-2,0,
0022000023,2020-21,REG,2020-12-26,Saturday,,CLE,128,DET,119,-9,0,
0022000024,2020-21,REG,2020-12-26,Saturday,,ORL,130,WAS,120,-10,0,
0022000025,2020-21,REG,2020-12-26,Saturday,,PHI,109,NYK,89,-20,0,
0022000026,2020-21,REG,2020-12-26,Saturday,,IND,125,CHI,106,-19,0,
0022000027,2020-21,REG,2020-12-26,Saturday,,TOR,114,SAS,119,5,0,
0022000028,2020-21,REG,2020-12-26,Saturday,,MIN,116,UTA,111,-5,0,
0022000029,2020-21,REG,2020-12-26,Saturday,,HOU,126,POR,128,2,0,
0022000030,2020-21,REG,2020-12-26,Saturday,,PHX,103,SAC,106,3,0,
0022000031,2020-21,REG,2020-12-27,Sunday,,DAL,124,LAC,73,-51,0,
0022000032,2020-21,REG,2020-12-27,Sunday,,BKN,104,CHA,106,2,0,
0022000033,2020-21,REG,2020-12-27,Sunday,,ORL,120,WAS,113,-7,0,
0022000034,2020-21,REG,2020-12-27,Sunday,,SAS,95,NOP,98,3,0,
0022000035,2020-21,REG,2020-12-27,Sunday,,PHI,94,CLE,118,24,0,
0022000036,2020-21,REG,2020-12-27,Sunday,,MIL,110,NYK,130,20,0,
0022000037,2020-21,REG,2020-12-27,Sunday,,BOS,107,IND,108,1,0,
0022000038,2020-21,REG,2020-12-27,Sunday,,GSW,129,CHI,128,-1,0,
0022000039,2020-21,REG,2020-12-27,Sunday,,PHX,116,SAC,100,-16,0,
0022000040,2020-21,REG,2020-12-27,Sunday,,MIN,91,LAL,127,36,0,
0022000041,2020-21,REG,2020-12-28,Monday,,DET,120,ATL,128,8,0,
0022000042,2020-21,REG,2020-12-28,Monday,,MEM,116,BKN,111,-5,0,
0022000043,2020-21,REG,2020-12-28,Monday,,UTA,110,OKC,109,-1,0,
0022000044,2020-21,REG,2020-12-28,Monday,,HOU,111,DEN,124,13,0,
0022000045,2020-21,REG,2020-12-28,Monday,,POR,115,LAL,107,-8,0,
0022000046,2020-21,REG,2020-12-29,Tuesday,,NYK,95,CLE,86,-9,0,
0022000047,2020-21,REG,2020-12-29,Tuesday,,GSW,116,DET,106,-10,0,
0022000048,2020-21,REG,2020-12-29,Tuesday,,BOS,116,IND,111,-5,0,
0022000049,2020-21,REG,2020-12-29,Tuesday,,TOR,93,PHI,100,7,0,
0022000050,2020-21,REG,2020-12-29,Tuesday,,CHI,115,WAS,107,-8,0,
0022000051,2020-21,REG,2020-12-29,Tuesday,,MIL,144,MIA,97,-47,0,
0022000052,2020-21,REG,2020-12-29,Tuesday,,ORL,118,OKC,107,-11,0,
0022000053,2020-21,REG,2020-12-29,Tuesday,,NOP,86,PHX,111,25,0,
0022000054,2020-21,REG,2020-12-29,Tuesday,,MIN,101,LAC,124,23,0,
0022000055,2020-21,REG,2020-12-29,Tuesday,,DEN,115,SAC,125,10,0,
0022000056,2020-21,REG,2020-12-30,Wednesday,,MEM,107,BOS,126,19,0,
0022000057,2020-21,REG,2020-12-30,Wednesday,,ATL,141,BKN,145,4,0,
0022000058,2020-21,REG,2020-12-30,Wednesday,,MIL,108,MIA,119,11,0,
0022000059,2020-21,REG,2020-12-30,Wednesday,,CHA,118,DAL,99,-19,0,
0022000060,2020-21,REG,2020-12-30,Wednesday,,LAL,121,SAS,107,-14,0,
0022000061,2020-21,REG,2020-12-30,Wednesday,,POR,105,LAC,128,23,0,
0022000062,2020-21,REG,2020-12-31,Thursday,,CLE,99,IND,119,20,0,
0022000063,2020-21,REG,2020-12-31,Thursday,,CHI,133,WAS,130,-3,0,
0022000064,2020-21,REG,2020-12-31,Thursday,,PHI,116,ORL,92,-24,0,
0022000065,2020-21,REG,2020-12-31,Thursday,,SAC,119,HOU,122,3,0,
0022000066,2020-21,REG,2020-12-31,Thursday,,NYK,83,TOR,100,17,0,
0022000067,2020-21,REG,2020-12-31,Thursday,,NOP,113,OKC,80,-33,0,
0022000068,2020-21,REG,2020-12-31,Thursday,,PHX,106,UTA,95,-11,0,
0022000069,2020-21,REG,2021-01-01,Friday,,MEM,108,CHA,93,-15,0,
0022000070,2020-21,REG,2021-01-01,Friday,,BOS,93,DET,96,3,0,
0022000071,2020-21,REG,2021-01-01,Friday,,MIA,83,DAL,93,10,0,
0022000072,2020-21,REG,2021-01-01,Friday,,ATL,114,BKN,96,-18,0,
0022000073,2020-21,REG,2021-01-01,Friday,,CHI,96,MIL,126,30,0,
0022000074,2020-21,REG,2021-01-01,Friday,,WAS,130,MIN,109,-21,0,
0022000075,2020-21,REG,2021-01-01,Friday,,LAL,109,SAS,103,-6,0,
0022000076,2020-21,REG,2021-01-01,Friday,,PHX,106,DEN,103,-3,0,
0022000077,2020-21,REG,2021-01-01,Friday,,LAC,100,UTA,106,6,0,
0022000078,2020-21,REG,2021-01-01,Friday,,POR,123,GSW,98,-25,0,
0022000079,2020-21,REG,2021-01-02,Saturday,,SAC,94,HOU,102,8,0,
