game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
0021500001,2015-16,REG,2015-10-27,Tuesday,,DET,106,ATL,94,-12,0,
0021500002,2015-16,REG,2015-10-27,Tuesday,,CLE,95,CHI,97,2,0,
0021500003,2015-16,REG,2015-10-27,Tuesday,,NOP,95,GSW,111,16,0,
0021500004,2015-16,REG,2015-10-28,Wednesday,,WAS,88,ORL,87,-1,0,
0021500005,2015-16,REG,2015-10-28,Wednesday,,PHI,95,BOS,112,17,0,
0021500006,2015-16,REG,2015-10-28,Wednesday,,CHI,115,BKN,100,-15,0,
0021500007,2015-16,REG,2015-10-28,Wednesday,,UTA,87,DET,92,5,0,
0021500008,2015-16,REG,2015-10-28,Wednesday,,CHA,94,MIA,104,10,0,
0021500009,2015-16,REG,2015-10-28,Wednesday,,IND,99,TOR,106,7,0,
0021500010,2015-16,REG,2015-10-28,Wednesday,,DEN,105,HOU,85,-20,0,
0021500011,2015-16,REG,2015-10-28,Wednesday,,CLE,106,MEM,76,-30,0,
0021500012,2015-16,REG,2015-10-28,Wednesday,,NYK,122,MIL,97,-25,0,
0021500013,2015-16,REG,2015-10-28,Wednesday,,SAS,106,OKC,112,6,0,
0021500014,2015-16,REG,2015-10-28,Wednesday,,DAL,111,PHX,95,-16,0,
0021500015,2015-16,REG,2015-10-28,Wednesday,,NOP,94,POR,112,18,0,
0021500016,2015-16,REG,2015-10-28,Wednesday,,LAC,111,SAC,104,-7,0,
0021500017,2015-16,REG,2015-10-28,Wednesday,,MIN,112,LAL,111,-1,0,
0021500018,2015-16,REG,2015-10-29,Thursday,,MEM,112,IND,103,-9,0,
0021500019,2015-16,REG,2015-10-29,Thursday,,ATL,112,NYK,101,-11,0,
0021500020,2015-16,REG,2015-10-29,Thursday,,DAL,88,LAC,104,16,0,
0021500021,2015-16,REG,2015-10-30,Friday,,MIA,92,CLE,102,10,0,
0021500022,2015-16,REG,2015-10-30,Friday,,OKC,139,ORL,136,-3,0,
0021500023,2015-16,REG,2015-10-30,Friday,,UTA,99,PHI,71,-28,0,
0021500024,2015-16,REG,2015-10-30,Friday,,TOR,113,BOS,103,-10,0,
0021500025,2015-16,REG,2015-10-30,Friday,,CHI,94,DET,98,4,0,
0021500026,2015-16,REG,2015-10-30,Friday,,CHA,94,ATL,97,3,0,
0021500027,2015-16,REG,2015-10-30,Friday,,WAS,118,MIL,113,-5,0,
0021500028,2015-16,REG,2015-10-30,Friday,,BKN,75,SAS,102,27,0,
0021500029,2015-16,REG,2015-10-30,Friday,,MIN,95,DEN,78,-17,0,
0021500030,2015-16,REG,2015-10-30,Friday,,GSW,112,HOU,92,-20,0,
0021500031,2015-16,REG,2015-10-30,Friday,,LAL,114,SAC,132,18,0,
0021500032,2015-16,REG,2015-10-30,Friday,,POR,92,PHX,110,18,0,
0021500033,2015-16,REG,2015-10-31,Saturday,,UTA,97,IND,76,-21,0,
0021500034,2015-16,REG,2015-10-31,Saturday,,NYK,117,WAS,110,-7,0,
0021500035,2015-16,REG,2015-10-31,Saturday,,GSW,134,NOP,120,-14,0,
0021500036,2015-16,REG,2015-10-31,Saturday,,BKN,91,MEM,101,10,0,
0021500037,2015-16,REG,2015-10-31,Saturday,,PHX,101,POR,90,-11,0,
0021500038,2015-16,REG,2015-10-31,Saturday,,SAC,109,LAC,114,5,0,
0021500039,2015-16,REG,2015-11-01,Sunday,,ATL,94,CHA,92,-2,0,
0021500040,2015-16,REG,2015-11-01,Sunday,,SAS,95,BOS,87,-8,0,
0021500041,2015-16,REG,2015-11-01,Sunday,,HOU,89,MIA,109,20,0,
0021500042,2015-16,REG,2015-11-01,Sunday,,MIL,87,TOR,106,19,0,
0021500043,2015-16,REG,2015-11-01,Sunday,,ORL,87,CHI,92,5,0,
0021500044,2015-16,REG,2015-11-01,Sunday,,DEN,93,OKC,117,24,0,
0021500045,2015-16,REG,2015-11-01,Sunday,,DAL,103,LAL,93,-10,0,
0021500046,2015-16,REG,2015-11-02,Monday,,CLE,107,PHI,100,-7,0,
0021500047,2015-16,REG,2015-11-02,Monday,,MIL,103,BKN,96,-7,0,
0021500048,2015-16,REG,2015-11-02,Monday,,SAS,94,NYK,84,-10,0,
0021500049,2015-16,REG,2015-11-02,Monday,,OKC,105,HOU,110,5,0,
0021500050,2015-16,REG,2015-11-02,Monday,,POR,106,MIN,101,-5,0,
0021500051,2015-16,REG,2015-11-02,Monday,,MEM,69,GSW,119,50,0,
0021500052,2015-16,REG,2015-11-02,Monday,,PHX,96,LAC,102,6,0,
0021500053,2015-16,REG,2015-11-03,Tuesday,,CHI,105,CHA,130,25,0,
0021500054,2015-16,REG,2015-11-03,Tuesday,,IND,94,DET,82,-12,0,
0021500055,2015-16,REG,2015-11-03,Tuesday,,ATL,98,MIA,92,-6,0,
0021500056,2015-16,REG,2015-11-03,Tuesday,,ORL,103,NOP,94,-9,0,
0021500057,2015-16,REG,2015-11-03,Tuesday,,TOR,102,DAL,91,-11,0,
0021500058,2015-16,REG,2015-11-03,Tuesday,,MEM,103,SAC,89,-14,0,
0021500059,2015-16,REG,2015-11-03,Tuesday,,DEN,120,LAL,109,-11,0,
0021500060,2015-16,REG,2015-11-04,Wednesday,,BOS,98,IND,100,2,0,
0021500061,2015-16,REG,2015-11-04,Wednesday,,SAS,99,WAS,102,3,0,
0021500062,2015-16,REG,2015-11-04,Wednesday,,BKN,87,ATL,101,14,0,
0021500063,2015-16,REG,2015-11-04,Wednesday,,NYK,86,CLE,96,10,0,
0021500064,2015-16,REG,2015-11-04,Wednesday,,ORL,114,HOU,119,5,0,
0021500065,2015-16,REG,2015-11-04,Wednesday,,PHI,87,MIL,91,4,0,
0021500066,2015-16,REG,2015-11-04,Wednesday,,TOR,103,OKC,98,-5,0,
0021500067,2015-16,REG,2015-11-04,Wednesday,,SAC,97,PHX,118,21,0,
0021500068,2015-16,REG,2015-11-04,Wednesday,,POR,108,UTA,92,-16,0,
0021500069,2015-16,REG,2015-11-04,Wednesday,,LAC,108,GSW,112,4,0,
0021500070,2015-16,REG,2015-11-05,Thursday,,OKC,98,CHI,104,6,0,
0021500071,2015-16,REG,2015-11-05,Thursday,,MIA,96,MIN,84,-12,0,
0021500072,2015-16,REG,2015-11-05,Thursday,,CHA,108,DAL,94,-14,0,
0021500073,2015-16,REG,2015-11-05,Thursday,,UTA,96,DEN,84,-12,0,
0021500074,2015-16,REG,2015-11-05,Thursday,,MEM,96,POR,115,19,0,
0021500075,2015-16,REG,2015-11-06,Friday,,TOR,87,ORL,92,5,0,
0021500076,2015-16,REG,2015-11-06,Friday,,WAS,98,BOS,118,20,0,
0021500077,2015-16,REG,2015-11-06,Friday,,LAL,104,BKN,98,-6,0,
0021500078,2015-16,REG,2015-11-06,Friday,,PHI,102,CLE,108,6,0,
0021500079,2015-16,REG,2015-11-06,Friday,,MIL,99,NYK,92,-7,0,
0021500080,2015-16,REG,2015-11-06,Friday,,MIA,87,IND,90,3,0,
0021500081,2015-16,REG,2015-11-06,Friday,,ATL,121,NOP,115,-6,0,
0021500082,2015-16,REG,2015-11-06,Friday,,DET,100,PHX,92,-8,0,
0021500083,2015-16,REG,2015-11-06,Friday,,DEN,104,GSW,119,15,0,
0021500084,2015-16,REG,2015-11-06,Friday,,HOU,116,SAC,110,-6,0,
0021500085,2015-16,REG,2015-11-07,Saturday,,MIN,102,CHI,93,-9,0,
0021500086,2015-16,REG,2015-11-07,Saturday,,WAS,99,ATL,114,15,0,
0021500087,2015-16,REG,2015-11-07,Saturday,,ORL,105,PHI,97,-8,0,
0021500088,2015-16,REG,2015-11-07,Saturday,,NOP,98,DAL,107,9,0,
0021500089,2015-16,REG,2015-11-07,Saturday,,BKN,86,MIL,94,8,0,
0021500090,2015-16,REG,2015-11-07,Saturday,,CHA,94,SAS,114,20,0,
0021500091,2015-16,REG,2015-11-07,Saturday,,MEM,79,UTA,89,10,0,
0021500092,2015-16,REG,2015-11-07,Saturday,,GSW,103,SAC,94,-9,0,
0021500093,2015-16,REG,2015-11-07,Saturday,,HOU,109,LAC,105,-4,0,
0021500094,2015-16,REG,2015-11-08,Sunday,,IND,97,CLE,101,4,0,
0021500095,2015-16,REG,2015-11-08,Sunday,,LAL,95,NYK,99,4,0,
