game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
0022100001,2021-22,REG,2021-10-19,Tuesday,,BKN,104,MIL,127,23,0,
0022100002,2021-22,REG,2021-10-19,Tuesday,,GSW,121,LAL,114,-7,0,
0022100003,2021-22,REG,2021-10-20,Wednesday,,IND,122,CHA,123,1,0,
0022100004,2021-22,REG,2021-10-20,Wednesday,,CHI,94,DET,88,-6,0,
0022100005,2021-22,REG,2021-10-20,Wednesday,,BOS,134,NYK,138,4,0,
0022100006,2021-22,REG,2021-10-20,Wednesday,,WAS,98,TOR,83,-15,0,
0022100007,2021-22,REG,2021-10-20,Wednesday,,CLE,121,MEM,132,11,0,
0022100008,2021-22,REG,2021-10-20,Wednesday,,HOU,106,MIN,124,18,0,
0022100009,2021-22,REG,2021-10-20,Wednesday,,PHI,117,NOP,97,-20,0,
0022100010,2021-22,REG,2021-10-20,Wednesday,,ORL,97,SAS,123,26,0,
0022100011,2021-22,REG,2021-10-20,Wednesday,,OKC,86,UTA,107,21,0,
0022100012,2021-22,REG,2021-10-20,Wednesday,,DEN,110,PHX,98,-12,0,
0022100013,2021-22,REG,2021-10-20,Wednesday,,SAC,124,POR,121,-3,0,
0022100014,2021-22,REG,2021-10-21,Thursday,,DAL,87,ATL,113,26,0,
0022100015,2021-22,REG,2021-10-21,Thursday,,MIL,95,MIA,137,42,0,
0022100016,2021-22,REG,2021-10-21,Thursday,,LAC,113,GSW,115,2,0,
0022100017,2021-22,REG,2021-10-22,Friday,,CHA,123,CLE,112,-11,0,
0022100018,2021-22,REG,2021-10-22,Friday,,NYK,121,ORL,96,-25,0,
0022100019,2021-22,REG,2021-10-22,Friday,,IND,134,WAS,135,1,0,
0022100020,2021-22,REG,2021-10-22,Friday,,TOR,115,BOS,83,-32,0,
0022100021,2021-22,REG,2021-10-22,Friday,,BKN,114,PHI,109,-5,0,
0022100022,2021-22,REG,2021-10-22,Friday,,NOP,112,CHI,128,16,0,
0022100023,2021-22,REG,2021-10-22,Friday,,OKC,91,HOU,124,33,0,
0022100024,2021-22,REG,2021-10-22,Friday,,SAS,96,DEN,102,6,0,
0022100025,2021-22,REG,2021-10-22,Friday,,PHX,115,LAL,105,-10,0,
0022100026,2021-22,REG,2021-10-22,Friday,,UTA,110,SAC,101,-9,0,
0022100027,2021-22,REG,2021-10-23,Saturday,,ATL,95,CLE,101,6,0,
0022100028,2021-22,REG,2021-10-23,Saturday,,MIA,91,IND,102,11,0,
0022100029,2021-22,REG,2021-10-23,Saturday,,DAL,103,TOR,95,-8,0,
0022100030,2021-22,REG,2021-10-23,Saturday,,DET,82,CHI,97,15,0,
0022100031,2021-22,REG,2021-10-23,Saturday,,NOP,89,MIN,96,7,0,
0022100032,2021-22,REG,2021-10-23,Saturday,,MIL,121,SAS,111,-10,0,
0022100033,2021-22,REG,2021-10-23,Saturday,,PHX,105,POR,134,29,0,
0022100034,2021-22,REG,2021-10-23,Saturday,,MEM,120,LAC,114,-6,0,
0022100035,2021-22,REG,2021-10-24,Sunday,,CHA,111,BKN,95,-16,0,
0022100036,2021-22,REG,2021-10-24,Sunday,,ORL,110,NYK,104,-6,0,
0022100037,2021-22,REG,2021-10-24,Sunday,,BOS,107,HOU,97,-10,0,
0022100038,2021-22,REG,2021-10-24,Sunday,,PHI,115,OKC,103,-12,0,
0022100039,2021-22,REG,2021-10-24,Sunday,,GSW,119,SAC,107,-12,0,
0022100040,2021-22,REG,2021-10-24,Sunday,,MEM,118,LAL,121,3,0,
0022100041,2021-22,REG,2021-10-25,Monday,,BOS,140,CHA,129,-11,0,
0022100042,2021-22,REG,2021-10-25,Monday,,MIL,119,IND,109,-10,0,
0022100043,2021-22,REG,2021-10-25,Monday,,DET,104,ATL,122,18,0,
0022100044,2021-22,REG,2021-10-25,Monday,,WAS,90,BKN,104,14,0,
0022100045,2021-22,REG,2021-10-25,Monday,,ORL,90,MIA,107,17,0,
0022100046,2021-22,REG,2021-10-25,Monday,,CHI,111,TOR,108,-3,0,
0022100047,2021-22,REG,2021-10-25,Monday,,NOP,107,MIN,98,-9,0,
0022100048,2021-22,REG,2021-10-25,Monday,,CLE,99,DEN,87,-12,0,
0022100049,2021-22,REG,2021-10-25,Monday,,POR,86,LAC,116,30,0,
0022100050,2021-22,REG,2021-10-26,Tuesday,,PHI,99,NYK,112,13,0,
0022100051,2021-22,REG,2021-10-26,Tuesday,,GSW,106,OKC,98,-8,0,
0022100052,2021-22,REG,2021-10-26,Tuesday,,HOU,106,DAL,116,10,0,
0022100053,2021-22,REG,2021-10-26,Tuesday,,LAL,125,SAS,121,-4,0,
0022100054,2021-22,REG,2021-10-26,Tuesday,,DEN,110,UTA,122,12,0,
0022100055,2021-22,REG,2021-10-27,Wednesday,,CHA,120,ORL,111,-9,0,
0022100056,2021-22,REG,2021-10-27,Wednesday,,WAS,116,BOS,107,-9,0,
0022100057,2021-22,REG,2021-10-27,Wednesday,,MIA,106,BKN,93,-13,0,
0022100058,2021-22,REG,2021-10-27,Wednesday,,IND,100,TOR,118,18,0,
0022100059,2021-22,REG,2021-10-27,Wednesday,,ATL,102,NOP,99,-3,0,
0022100060,2021-22,REG,2021-10-27,Wednesday,,MIN,113,MIL,108,-5,0,
0022100061,2021-22,REG,2021-10-27,Wednesday,,LAL,115,OKC,123,8,0,
0022100062,2021-22,REG,2021-10-27,Wednesday,,SAC,110,PHX,107,-3,0,
0022100063,2021-22,REG,2021-10-27,Wednesday,,MEM,96,POR,116,20,0,
0022100064,2021-22,REG,2021-10-27,Wednesday,,CLE,92,LAC,79,-13,0,
0022100065,2021-22,REG,2021-10-28,Thursday,,DET,102,PHI,110,8,0,
0022100066,2021-22,REG,2021-10-28,Thursday,,ATL,111,WAS,122,11,0,
0022100067,2021-22,REG,2021-10-28,Thursday,,NYK,104,CHI,103,-1,0,
0022100068,2021-22,REG,2021-10-28,Thursday,,UTA,122,HOU,91,-31,0,
0022100069,2021-22,REG,2021-10-28,Thursday,,SAS,99,DAL,104,5,0,
0022100070,2021-22,REG,2021-10-28,Thursday,,MEM,104,GSW,101,-3,0,
0022100071,2021-22,REG,2021-10-29,Friday,,ORL,109,TOR,110,1,0,
0022100072,2021-22,REG,2021-10-29,Friday,,IND,98,BKN,105,7,0,
0022100073,2021-22,REG,2021-10-29,Friday,,CHA,99,MIA,114,15,0,
0022100074,2021-22,REG,2021-10-29,Friday,,SAC,113,NOP,109,-4,0,
0022100075,2021-22,REG,2021-10-29,Friday,,DAL,75,DEN,106,31,0,
0022100076,2021-22,REG,2021-10-29,Friday,,LAC,92,POR,111,19,0,
0022100077,2021-22,REG,2021-10-29,Friday,,CLE,101,LAL,113,12,0,
0022100078,2021-22,REG,2021-10-30,Saturday,,BOS,112,WAS,115,3,0,
0022100079,2021-22,REG,2021-10-30,Saturday,,ORL,103,DET,110,7,0,
0022100080,2021-22,REG,2021-10-30,Saturday,,NYK,123,NOP,117,-6,0,
0022100081,2021-22,REG,2021-10-30,Saturday,,TOR,97,IND,94,-3,0,
0022100082,2021-22,REG,2021-10-30,Saturday,,ATL,94,PHI,122,28,0,
0022100083,2021-22,REG,2021-10-30,Saturday,,UTA,99,CHI,107,8,0,
0022100084,2021-22,REG,2021-10-30,Saturday,,MIA,129,MEM,103,-26,0,
0022100085,2021-22,REG,2021-10-30,Saturday,,SAS,102,MIL,93,-9,0,
0022100086,2021-22,REG,2021-10-30,Saturday,,OKC,82,GSW,103,21,0,
0022100087,2021-22,REG,2021-10-30,Saturday,,DEN,93,MIN,91,-2,0,
