game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
2017_0001_ATL_CHA,2017-18,REG,2017-10-17,Tuesday,19:30,CHA,99,ATL,130,31,0,
2017_0002_ATL_CHA,2017-18,REG,2017-10-17,Tuesday,22:00,CHA,110,ATL,116,6,0,
2017_0003_ATL_MIA,2017-18,REG,2017-10-17,Tuesday,19:30,MIA,104,ATL,118,14,0,
2017_0004_ATL_MIA,2017-18,REG,2017-10-17,Tuesday,22:00,MIA,126,ATL,110,-16,0,
2017_0005_ATL_ORL,2017-18,REG,2017-10-17,Tuesday,22:00,ORL,120,ATL,107,-13,0,
2017_0006_ATL_ORL,2017-18,REG,2017-10-17,Tuesday,19:00,ORL,117,ATL,97,-20,0,
2017_0007_ATL_WAS,2017-18,REG,2017-10-18,Wednesday,19:00,WAS,125,ATL,98,-27,0,
2017_0008_ATL_WAS,2017-18,REG,2017-10-18,Wednesday,19:00,WAS,128,ATL,101,-27,0,
2017_0009_CHA_ATL,2017-18,REG,2017-10-18,Wednesday,22:00,ATL,115,CHA,100,-15,0,
2017_0010_CHA_ATL,2017-18,REG,2017-10-18,Wednesday,22:00,ATL,129,CHA,128,-1,0,
2017_0011_CHA_MIA,2017-18,REG,2017-10-18,Wednesday,19:00,MIA,107,CHA,129,22,0,
2017_0012_CHA_MIA,2017-18,REG,2017-10-18,Wednesday,19:00,MIA,115,CHA,113,-2,0,
2017_0013_CHA_ORL,2017-18,REG,2017-10-18,Wednesday,22:00,ORL,113,CHA,107,-6,0,
2017_0014_CHA_ORL,2017-18,REG,2017-10-19,Thursday,22:00,ORL,120,CHA,122,2,0,
2017_0015_CHA_WAS,2017-18,REG,2017-10-19,Thursday,19:00,WAS,126,CHA,100,-26,0,
2017_0016_CHA_WAS,2017-18,REG,2017-10-19,Thursday,19:00,WAS,126,CHA,96,-30,0,
2017_0017_MIA_ATL,2017-18,REG,2017-10-19,Thursday,19:00,ATL,115,MIA,101,-14,0,
2017_0018_MIA_ATL,2017-18,REG,2017-10-19,Thursday,22:00,ATL,125,MIA,130,5,0,
2017_0019_MIA_CHA,2017-18,REG,2017-10-19,Thursday,19:00,CHA,114,MIA,119,5,0,
2017_0020_MIA_CHA,2017-18,REG,2017-10-19,Thursday,19:00,CHA,113,MIA,126,13,0,
2017_0021_MIA_ORL,2017-18,REG,2017-10-19,Thursday,19:00,ORL,128,MIA,98,-30,0,
2017_0022_MIA_ORL,2017-18,REG,2017-10-20,Friday,22:00,ORL,107,MIA,97,-10,0,
2017_0023_MIA_WAS,2017-18,REG,2017-10-20,Friday,19:30,WAS,114,MIA,100,-14,0,
2017_0024_MIA_WAS,2017-18,REG,2017-10-20,Friday,19:00,WAS,106,MIA,129,23,0,
2017_0025_ORL_ATL,2017-18,REG,2017-10-20,Friday,19:30,ATL,98,ORL,115,17,0,
2017_0026_ORL_ATL,2017-18,REG,2017-10-20,Friday,19:00,ATL,96,ORL,129,33,0,
2017_0027_ORL_CHA,2017-18,REG,2017-10-20,Friday,19:00,CHA,114,ORL,98,-16,0,
2017_0028_ORL_CHA,2017-18,REG,2017-10-20,Friday,19:30,CHA,107,ORL,119,12,0,
2017_0029_ORL_MIA,2017-18,REG,2017-10-20,Friday,22:00,MIA,129,ORL,117,-12,0,
2017_0030_ORL_MIA,2017-18,REG,2017-10-21,Saturday,19:00,MIA,122,ORL,98,-24,0,
2017_0031_ORL_WAS,2017-18,REG,2017-10-21,Saturday,19:00,WAS,128,ORL,127,-1,0,
2017_0032_ORL_WAS,2017-18,REG,2017-10-21,Saturday,19:00,WAS,118,ORL,127,9,0,
2017_0033_WAS_ATL,2017-18,REG,2017-10-21,Saturday,19:30,ATL,108,WAS,97,-11,0,
2017_0034_WAS_ATL,2017-18,REG,2017-10-21,Saturday,19:30,ATL,124,WAS,101,-23,0,
2017_0035_WAS_CHA,2017-18,REG,2017-10-21,Saturday,19:00,CHA,109,WAS,106,-3,0,
2017_0036_WAS_CHA,2017-18,REG,2017-10-21,Saturday,19:00,CHA,108,WAS,99,-9,0,
2017_0037_WAS_MIA,2017-18,REG,2017-10-21,Saturday,19:00,MIA,108,WAS,126,18,0,
2017_0038_WAS_MIA,2017-18,REG,2017-10-21,Saturday,22:00,MIA,97,WAS,95,-2,0,
2017_0039_WAS_ORL,2017-18,REG,2017-10-21,Saturday,19:30,ORL,102,WAS,108,6,0,
2017_0040_WAS_ORL,2017-18,REG,2017-10-22,Sunday,17:00,ORL,95,WAS,113,18,0,
2017_0041_BKN_BOS,2017-18,REG,2017-10-22,Sunday,15:00,BOS,116,BKN,110,-6,0,
2017_0042_BKN_BOS,2017-18,REG,2017-10-22,Sunday,17:00,BOS,119,BKN,106,-13,0,
2017_0043_BKN_NYK,2017-18,REG,2017-10-22,Sunday,15:00,NYK,118,BKN,109,-9,0,
2017_0044_BKN_NYK,2017-18,REG,2017-10-22,Sunday,15:00,NYK,97,BKN,120,23,0,
2017_0045_BKN_PHI,2017-18,REG,2017-10-22,Sunday,17:00,PHI,104,BKN,104,0,0,
2017_0046_BKN_PHI,2017-18,REG,2017-10-22,Sunday,19:30,PHI,122,BKN,111,-11,0,
2017_0047_BKN_TOR,2017-18,REG,2017-10-22,Sunday,15:00,TOR,108,BKN,114,6,0,
2017_0048_BKN_TOR,2017-18,REG,2017-10-22,Sunday,17:00,TOR,121,BKN,112,-9,0,
2017_0049_BOS_BKN,2017-18,REG,2017-10-23,Monday,22:00,BKN,121,BOS,95,-26,0,
2017_0050_BOS_BKN,2017-18,REG,2017-10-23,Monday,22:00,BKN,119,BOS,121,2,0,
2017_0051_BOS_NYK,2017-18,REG,2017-10-23,Monday,22:00,NYK,126,BOS,107,-19,0,
2017_0052_BOS_NYK,2017-18,REG,2017-10-23,Monday,22:00,NYK,95,BOS,111,16,0,
2017_0053_BOS_PHI,2017-18,REG,2017-10-23,Monday,22:00,PHI,97,BOS,120,23,0,
2017_0054_BOS_PHI,2017-18,REG,2017-10-23,Monday,19:00,PHI,103,BOS,123,20,0,
2017_0055_BOS_TOR,2017-18,REG,2017-10-23,Monday,19:00,TOR,99,BOS,109,10,0,
2017_0056_BOS_TOR,2017-18,REG,2017-10-23,Monday,19:00,TOR,102,BOS,102,0,0,
2017_0057_NYK_BKN,2017-18,REG,2017-10-23,Monday,19:00,BKN,99,NYK,126,27,0,
2017_0058_NYK_BKN,2017-18,REG,2017-10-24,Tuesday,19:30,BKN,129,NYK,106,-23,0,
2017_0059_NYK_BOS,2017-18,REG,2017-10-24,Tuesday,19:30,BOS,105,NYK,115,10,0,
2017_0060_NYK_BOS,2017-18,REG,2017-10-24,Tuesday,22:00,BOS,120,NYK,111,-9,0,
2017_0061_NYK_PHI,2017-18,REG,2017-10-24,Tuesday,19:00,PHI,129,NYK,113,-16,0,
2017_0062_NYK_PHI,2017-18,REG,2017-10-24,Tuesday,19:30,PHI,113,NYK,113,0,0,
2017_0063_NYK_TOR,2017-18,REG,2017-10-24,Tuesday,19:30,TOR,101,NYK,111,10,0,
2017_0064_NYK_TOR,2017-18,REG,2017-10-24,Tuesday,19:00,TOR,120,NYK,102,-18,0,
2017_0065_PHI_BKN,2017-18,REG,2017-10-25,Wednesday,19:30,BKN,100,PHI,107,7,0,
2017_0066_PHI_BKN,2017-18,REG,2017-10-25,Wednesday,19:00,BKN,126,PHI,130,4,0,
2017_0067_PHI_BOS,2017-18,REG,2017-10-25,Wednesday,19:00,BOS,103,PHI,107,4,0,
2017_0068_PHI_BOS,2017-18,REG,2017-10-26,Thursday,19:00,BOS,97,PHI,128,31,0,
2017_0069_PHI_NYK,2017-18,REG,2017-10-26,Thursday,22:00,NYK,125,PHI,125,0,0,
2017_0070_PHI_NYK,2017-18,REG,2017-10-26,Thursday,22:00,NYK,97,PHI,109,12,0,
2017_0071_PHI_TOR,2017-18,REG,2017-10-26,Thursday,22:00,TOR,106,PHI,119,13,0,
2017_0072_PHI_TOR,2017-18,REG,2017-10-26,Thursday,19:00,TOR,99,PHI,100,1,0,
2017_0073_TOR_BKN,2017-18,REG,2017-10-26,Thursday,22:00,BKN,123,TOR,118,-5,0,
2017_0074_TOR_BKN,2017-18,REG,2017-10-27,Friday,22:00,BKN,123,TOR,104,-19,0,
2017_0075_TOR_BOS,2017-18,REG,2017-10-27,Friday,22:00,BOS,127,TOR,97,-30,0,
2017_0076_TOR_BOS,2017-18,REG,2017-10-27,Friday,19:30,BOS,108,TOR,107,-1,0,
2017_0077_TOR_NYK,2017-18,REG,2017-10-27,Friday,22:00,NYK,95,TOR,97,2,0,
2017_0078_TOR_NYK,2017-18,REG,2017-10-27,Friday,19:30,NYK,111,TOR,116,5,0,
2017_0079_TOR_PHI,2017-18,REG,2017-10-27,Friday,19:30,PHI,117,TOR,106,-11,0,
2017_0080_TOR_PHI,2017-18,REG,2017-10-27,Friday,22:00,PHI,107,TOR,124,17,0,
2017_0081_CHI_CLE,2017-18,REG,2017-10-28,Saturday,22:00,CLE,120,CHI,98,-22,0,
2017_0082_CHI_CLE,2017-18,REG,2017-10-28,Saturday,19:00,CLE,104,CHI,119,15,0,
2017_0083_CHI_DET,2017-18,REG,2017-10-28,Saturday,19:30,DET,127,CHI,113,-14,0,
2017_0084_CHI_DET,2017-18,REG,2017-10-29,Sunday,15:00,DET,109,CHI,99,-10,0,
2017_0085_CHI_IND,2017-18,REG,2017-10-29,Sunday,19:30,IND,107,CHI,106,-1,0,
2017_0086_CHI_IND,2017-18,REG,2017-10-29,Sunday,15:00,IND,96,CHI,123,27,0,
2017_0087_CHI_MIL,2017-18,REG,2017-10-29,Sunday,19:30,MIL,99,CHI,123,24,0,
2017_0088_CHI_MIL,2017-18,REG,2017-10-29,Sunday,15:00,MIL,128,CHI,110,-18,0,
2017_0089_CLE_CHI,2017-18,REG,2017-10-29,Sunday,17:00,CHI,130,CLE,113,-17,0,
2017_0090_CLE_CHI,2017-18,REG,2017-10-29,Sunday,15:00,CHI,104,CLE,105,1,0,
2017_0091_CLE_DET,2017-18,REG,2017-10-29,Sunday,17:00,DET,98,CLE,115,17,0,
2017_0092_CLE_DET,2017-18,REG,2017-10-30,Monday,19:00,DET,99,CLE,102,3,0,
2017_0093_CLE_IND,2017-18,REG,2017-10-30,Monday,19:00,IND,96,CLE,129,33,0,
2017_0094_CLE_IND,2017-18,REG,2017-10-30,Monday,19:00,IND,115,CLE,105,-10,0,
2017_0095_CLE_MIL,2017-18,REG,2017-10-30,Monday,19:00,MIL,97,CLE,118,21,0,
2017_0096_CLE_MIL,2017-18,REG,2017-10-30,Monday,22:00,MIL,101,CLE,104,3,0,
2017_0097_DET_CHI,2017-18,REG,2017-10-30,Monday,22:00,CHI,119,DET,95,-24,0,
2017_0098_DET_CHI,2017-18,REG,2017-10-30,Monday,19:00,CHI,98,DET,95,-3,0,
2017_0099_DET_CLE,2017-18,REG,2017-10-30,Monday,19:00,CLE,109,DET,102,-7,0,
2017_0100_DET_CLE,2017-18,REG,2017-10-30,Monday,22:00,CLE,129,DET,97,-32,0,
2017_0101_DET_IND,2017-18,REG,2017-10-31,Tuesday,19:30,IND,96,DET,99,3,0,
2017_0102_DET_IND,2017-18,REG,2017-10-31,Tuesday,19:00,IND,119,DET,125,6,0,
2017_0103_DET_MIL,2017-18,REG,2017-10-31,Tuesday,19:00,MIL,119,DET,113,-6,0,
2017_0104_DET_MIL,2017-18,REG,2017-10-31,Tuesday,19:30,MIL,110,DET,123,13,0,
2017_0105_IND_CHI,2017-18,REG,2017-10-31,Tuesday,19:00,CHI,111,IND,126,15,0,
2017_0106_IND_CHI,2017-18,REG,2017-10-31,Tuesday,19:30,CHI,124,IND,117,-7,0,
2017_0107_IND_CLE,2017-18,REG,2017-10-31,Tuesday,19:30,CLE,104,IND,125,21,0,
2017_0108_IND_CLE,2017-18,REG,2017-10-31,Tuesday,19:30,CLE,129,IND,124,-5,0,
2017_0109_IND_DET,2017-18,REG,2017-11-01,Wednesday,19:00,DET,109,IND,118,9,0,
2017_0110_IND_DET,2017-18,REG,2017-11-01,Wednesday,19:00,DET,113,IND,104,-9,0,
2017_0111_IND_MIL,2017-18,REG,2017-11-01,Wednesday,19:30,MIL,119,IND,106,-13,0,
2017_0112_IND_MIL,2017-18,REG,2017-11-01,Wednesday,19:30,MIL,105,IND,111,6,0,
2017_0113_MIL_CHI,2017-18,REG,2017-11-01,Wednesday,19:30,CHI,96,MIL,118,22,0,
2017_0114_MIL_CHI,2017-18,REG,2017-11-01,Wednesday,19:30,CHI,114,MIL,122,8,0,
2017_0115_MIL_CLE,2017-18,REG,2017-11-02,Thursday,19:00,CLE,97,MIL,104,7,0,
2017_0116_MIL_CLE,2017-18,REG,2017-11-02,Thursday,19:00,CLE,121,MIL,124,3,0,
2017_0117_MIL_DET,2017-18,REG,2017-11-02,Thursday,22:00,DET,109,MIL,129,20,0,
2017_0118_MIL_DET,2017-18,REG,2017-11-02,Thursday,19:00,DET,103,MIL,120,17,0,
2017_0119_MIL_IND,2017-18,REG,2017-11-02,Thursday,22:00,IND,108,MIL,117,9,0,
2017_0120_MIL_IND,2017-18,REG,2017-11-02,Thursday,19:00,IND,121,MIL,120,-1,0,
2017_0121_DAL_HOU,2017-18,REG,2017-11-03,Friday,19:30,HOU,123,DAL,124,1,0,
2017_0122_DAL_HOU,2017-18,REG,2017-11-03,Friday,19:00,HOU,124,DAL,119,-5,0,
2017_0123_DAL_MEM,2017-18,REG,2017-11-03,Friday,19:00,MEM,116,DAL,118,2,0,
2017_0124_DAL_MEM,2017-18,REG,2017-11-03,Friday,19:00,MEM,103,DAL,120,17,0,
2017_0125_DAL_NOP,2017-18,REG,2017-11-03,Friday,19:30,NOP,108,DAL,128,20,0,
2017_0126_DAL_NOP,2017-18,REG,2017-11-03,Friday,19:30,NOP,108,DAL,110,2,0,
2017_0127_DAL_SAS,2017-18,REG,2017-11-03,Friday,19:00,SAS,118,DAL,107,-11,0,
2017_0128_DAL_SAS,2017-18,REG,2017-11-03,Friday,19:30,SAS,130,DAL,124,-6,0,
2017_0129_HOU_DAL,2017-18,REG,2017-11-03,Friday,22:00,DAL,118,HOU,121,3,0,
2017_0130_HOU_DAL,2017-18,REG,2017-11-03,Friday,19:00,DAL,120,HOU,108,-12,0,
2017_0131_HOU_MEM,2017-18,REG,2017-11-04,Saturday,22:00,MEM,125,HOU,104,-21,0,
2017_0132_HOU_MEM,2017-18,REG,2017-11-04,Saturday,19:30,MEM,129,HOU,101,-28,0,
2017_0133_HOU_NOP,2017-18,REG,2017-11-04,Saturday,19:00,NOP,114,HOU,123,9,0,
2017_0134_HOU_NOP,2017-18,REG,2017-11-04,Saturday,22:00,NOP,98,HOU,121,23,0,
2017_0135_HOU_SAS,2017-18,REG,2017-11-04,Saturday,19:30,SAS,108,HOU,107,-1,0,
2017_0136_HOU_SAS,2017-18,REG,2017-11-04,Saturday,19:30,SAS,119,HOU,105,-14,0,
2017_0137_MEM_DAL,2017-18,REG,2017-11-04,Saturday,19:00,DAL,122,MEM,128,6,0,
2017_0138_MEM_DAL,2017-18,REG,2017-11-04,Saturday,22:00,DAL,123,MEM,106,-17,0,
2017_0139_MEM_HOU,2017-18,REG,2017-11-04,Saturday,22:00,HOU,108,MEM,96,-12,0,
2017_0140_MEM_HOU,2017-18,REG,2017-11-05,Sunday,17:00,HOU,106,MEM,119,13,0,
2017_0141_MEM_NOP,2017-18,REG,2017-11-05,Sunday,17:00,NOP,104,MEM,112,8,0,
2017_0142_MEM_NOP,2017-18,REG,2017-11-05,Sunday,19:30,NOP,107,MEM,120,13,0,
2017_0143_MEM_SAS,2017-18,REG,2017-11-05,Sunday,19:30,SAS,121,MEM,104,-17,0,
2017_0144_MEM_SAS,2017-18,REG,2017-11-05,Sunday,15:00,SAS,124,MEM,115,-9,0,
2017_0145_NOP_DAL,2017-18,REG,2017-11-06,Monday,22:00,DAL,103,NOP,110,7,0,
2017_0146_NOP_DAL,2017-18,REG,2017-11-06,Monday,22:00,DAL,115,NOP,126,11,0,
2017_0147_NOP_HOU,2017-18,REG,2017-11-06,Monday,19:00,HOU,97,NOP,128,31,0,
2017_0148_NOP_HOU,2017-18,REG,2017-11-06,Monday,19:00,HOU,99,NOP,101,2,1,
2017_0149_NOP_MEM,2017-18,REG,2017-11-06,Monday,19:00,MEM,98,NOP,95,-3,0,
2017_0150_NOP_MEM,2017-18,REG,2017-11-06,Monday,22:00,MEM,115,NOP,100,-15,0,
2017_0151_NOP_SAS,2017-18,REG,2017-11-06,Monday,19:00,SAS,107,NOP,117,10,0,
2017_0152_NOP_SAS,2017-18,REG,2017-11-06,Monday,19:00,SAS,108,NOP,104,-4,0,
2017_0153_SAS_DAL,2017-18,REG,2017-11-06,Monday,19:00,DAL,99,SAS,114,15,0,
2017_0154_SAS_DAL,2017-18,REG,2017-11-06,Monday,19:00,DAL,115,SAS,118,3,0,
2017_0155_SAS_HOU,2017-18,REG,2017-11-06,Monday,19:00,HOU,125,SAS,123,-2,0,
2017_0156_SAS_HOU,2017-18,REG,2017-11-07,Tuesday,22:00,HOU,113,SAS,106,-7,0,
2017_0157_SAS_MEM,2017-18,REG,2017-11-07,Tuesday,22:00,MEM,101,SAS,114,13,0,
2017_0158_SAS_MEM,2017-18,REG,2017-11-07,Tuesday,22:00,MEM,105,SAS,130,25,0,
2017_0159_SAS_NOP,2017-18,REG,2017-11-07,Tuesday,22:00,NOP,105,SAS,104,-1,0,
2017_0160_SAS_NOP,2017-18,REG,2017-11-07,Tuesday,19:30,NOP,121,SAS,129,8,0,
2017_0161_DEN_MIN,2017-18,REG,2017-11-07,Tuesday,19:00,MIN,130,DEN,105,-25,0,
2017_0162_DEN_MIN,2017-18,REG,2017-11-07,Tuesday,19:00,MIN,125,DEN,130,5,0,
2017_0163_DEN_OKC,2017-18,REG,2017-11-07,Tuesday,22:00,OKC,110,DEN,112,2,0,
2017_0164_DEN_OKC,2017-18,REG,2017-11-07,Tuesday,19:00,OKC,123,DEN,104,-19,0,
2017_0165_DEN_POR,2017-18,REG,2017-11-08,Wednesday,22:00,POR,97,DEN,101,4,0,
2017_0166_DEN_POR,2017-18,REG,2017-11-08,Wednesday,19:30,POR,119,DEN,103,-16,0,
