game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
0021600001,2016-17,REG,2016-10-25,Tuesday,,NYK,88,CLE,117,29,0,
0021600002,2016-17,REG,2016-10-25,Tuesday,,UTA,104,POR,113,9,0,
0021600003,2016-17,REG,2016-10-25,Tuesday,,SAS,129,GSW,100,-29,0,
0021600004,2016-17,REG,2016-10-26,Wednesday,,MIA,108,ORL,96,-12,0,
0021600005,2016-17,REG,2016-10-26,Wednesday,,DAL,121,IND,130,9,0,
0021600006,2016-17,REG,2016-10-26,Wednesday,,BKN,117,BOS,122,5,0,
0021600007,2016-17,REG,2016-10-26,Wednesday,,DET,91,TOR,109,18,0,
0021600008,2016-17,REG,2016-10-26,Wednesday,,CHA,107,MIL,96,-11,0,
0021600009,2016-17,REG,2016-10-26,Wednesday,,MIN,98,MEM,102,4,0,
0021600010,2016-17,REG,2016-10-26,Wednesday,,DEN,107,NOP,102,-5,0,
0021600011,2016-17,REG,2016-10-26,Wednesday,,OKC,103,PHI,97,-6,0,
0021600012,2016-17,REG,2016-10-26,Wednesday,,SAC,113,PHX,94,-19,0,
0021600013,2016-17,REG,2016-10-26,Wednesday,,HOU,114,LAL,120,6,0,
0021600014,2016-17,REG,2016-10-27,Thursday,,WAS,99,ATL,114,15,0,
0021600015,2016-17,REG,2016-10-27,Thursday,,BOS,99,CHI,105,6,0,
0021600016,2016-17,REG,2016-10-27,Thursday,,SAS,102,SAC,94,-8,0,
0021600017,2016-17,REG,2016-10-27,Thursday,,LAC,114,POR,106,-8,0,
0021600018,2016-17,REG,2016-10-28,Friday,,CLE,94,TOR,91,-3,0,
0021600019,2016-17,REG,2016-10-28,Friday,,IND,94,BKN,103,9,0,
0021600020,2016-17,REG,2016-10-28,Friday,,ORL,82,DET,108,26,0,
0021600021,2016-17,REG,2016-10-28,Friday,,PHX,110,OKC,113,3,0,
0021600022,2016-17,REG,2016-10-28,Friday,,CHA,97,MIA,91,-6,0,
0021600023,2016-17,REG,2016-10-28,Friday,,HOU,106,DAL,98,-8,0,
0021600024,2016-17,REG,2016-10-28,Friday,,LAL,89,UTA,96,7,0,
0021600025,2016-17,REG,2016-10-28,Friday,,GSW,122,NOP,114,-8,0,
0021600026,2016-17,REG,2016-10-29,Saturday,,ATL,104,PHI,72,-32,0,
0021600027,2016-17,REG,2016-10-29,Saturday,,BOS,104,CHA,98,-6,0,
0021600028,2016-17,REG,2016-10-29,Saturday,,MEM,104,NYK,111,7,0,
0021600029,2016-17,REG,2016-10-29,Saturday,,ORL,99,CLE,105,6,0,
0021600030,2016-17,REG,2016-10-29,Saturday,,IND,101,CHI,118,17,0,
0021600031,2016-17,REG,2016-10-29,Saturday,,BKN,108,MIL,110,2,0,
0021600032,2016-17,REG,2016-10-29,Saturday,,NOP,79,SAS,98,19,0,
0021600033,2016-17,REG,2016-10-29,Saturday,,POR,115,DEN,113,-2,0,
0021600034,2016-17,REG,2016-10-29,Saturday,,MIN,103,SAC,106,3,0,
0021600035,2016-17,REG,2016-10-30,Sunday,,UTA,75,LAC,88,13,0,
0021600036,2016-17,REG,2016-10-30,Sunday,,GSW,106,PHX,100,-6,0,
0021600037,2016-17,REG,2016-10-30,Sunday,,SAS,106,MIA,99,-7,0,
0021600038,2016-17,REG,2016-10-30,Sunday,,MIL,83,DET,98,15,0,
0021600039,2016-17,REG,2016-10-30,Sunday,,WAS,103,MEM,112,9,0,
0021600040,2016-17,REG,2016-10-30,Sunday,,LAL,96,OKC,113,17,0,
0021600041,2016-17,REG,2016-10-30,Sunday,,DAL,92,HOU,93,1,0,
0021600042,2016-17,REG,2016-10-31,Monday,,DEN,102,TOR,105,3,0,
0021600043,2016-17,REG,2016-10-31,Monday,,CHI,118,BKN,88,-30,0,
0021600044,2016-17,REG,2016-10-31,Monday,,SAC,95,ATL,106,11,0,
0021600045,2016-17,REG,2016-10-31,Monday,,PHX,98,LAC,116,18,0,
0021600046,2016-17,REG,2016-11-01,Tuesday,,ORL,103,PHI,101,-2,0,
0021600047,2016-17,REG,2016-11-01,Tuesday,,HOU,120,CLE,128,8,0,
0021600048,2016-17,REG,2016-11-01,Tuesday,,LAL,108,IND,115,7,0,
0021600049,2016-17,REG,2016-11-01,Tuesday,,SAC,96,MIA,108,12,0,
0021600050,2016-17,REG,2016-11-01,Tuesday,,NYK,89,DET,102,13,0,
0021600051,2016-17,REG,2016-11-01,Tuesday,,MIL,117,NOP,113,-4,0,
0021600052,2016-17,REG,2016-11-01,Tuesday,,MEM,80,MIN,116,36,0,
0021600053,2016-17,REG,2016-11-01,Tuesday,,UTA,106,SAS,91,-15,0,
0021600054,2016-17,REG,2016-11-01,Tuesday,,GSW,127,POR,104,-23,0,
0021600055,2016-17,REG,2016-11-02,Wednesday,,TOR,113,WAS,103,-10,0,
0021600056,2016-17,REG,2016-11-02,Wednesday,,PHI,93,CHA,109,16,0,
0021600057,2016-17,REG,2016-11-02,Wednesday,,DET,101,BKN,109,8,0,
0021600058,2016-17,REG,2016-11-02,Wednesday,,HOU,118,NYK,99,-19,0,
0021600059,2016-17,REG,2016-11-02,Wednesday,,LAL,123,ATL,116,-7,0,
0021600060,2016-17,REG,2016-11-02,Wednesday,,NOP,83,MEM,89,6,0,
0021600061,2016-17,REG,2016-11-02,Wednesday,,CHI,100,BOS,107,7,0,
0021600062,2016-17,REG,2016-11-02,Wednesday,,DAL,81,UTA,97,16,0,
0021600063,2016-17,REG,2016-11-02,Wednesday,,POR,115,PHX,118,3,0,
0021600064,2016-17,REG,2016-11-02,Wednesday,,OKC,85,LAC,83,-2,0,
0021600065,2016-17,REG,2016-11-03,Thursday,,SAC,94,ORL,102,8,0,
0021600066,2016-17,REG,2016-11-03,Thursday,,IND,107,MIL,125,18,0,
0021600067,2016-17,REG,2016-11-03,Thursday,,DEN,102,MIN,99,-3,0,
0021600068,2016-17,REG,2016-11-03,Thursday,,BOS,122,CLE,128,6,0,
0021600069,2016-17,REG,2016-11-03,Thursday,,OKC,96,GSW,122,26,0,
0021600070,2016-17,REG,2016-11-04,Friday,,ATL,92,WAS,95,3,0,
0021600071,2016-17,REG,2016-11-04,Friday,,MIA,87,TOR,96,9,0,
0021600072,2016-17,REG,2016-11-04,Friday,,CHA,99,BKN,95,-4,0,
0021600073,2016-17,REG,2016-11-04,Friday,,NYK,117,CHI,104,-13,0,
0021600074,2016-17,REG,2016-11-04,Friday,,LAC,99,MEM,88,-11,0,
0021600075,2016-17,REG,2016-11-04,Friday,,PHX,112,NOP,111,-1,0,
0021600076,2016-17,REG,2016-11-04,Friday,,POR,105,DAL,95,-10,0,
0021600077,2016-17,REG,2016-11-04,Friday,,SAS,100,UTA,86,-14,0,
0021600078,2016-17,REG,2016-11-04,Friday,,GSW,97,LAL,117,20,0,
0021600079,2016-17,REG,2016-11-05,Saturday,,MIN,92,OKC,112,20,0,
0021600080,2016-17,REG,2016-11-05,Saturday,,CLE,102,PHI,101,-1,0,
0021600081,2016-17,REG,2016-11-05,Saturday,,WAS,86,ORL,88,2,0,
0021600082,2016-17,REG,2016-11-05,Saturday,,DEN,86,DET,103,17,0,
0021600083,2016-17,REG,2016-11-05,Saturday,,CHI,94,IND,111,17,0,
