game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
0022300061,2023-24,REG,2023-10-24,Tuesday,,LAL,107,DEN,119,12,0,
0022300062,2023-24,REG,2023-10-24,Tuesday,,PHX,108,GSW,104,-4,0,
0022300063,2023-24,REG,2023-10-25,Wednesday,,ATL,110,CHA,116,6,0,
0022300064,2023-24,REG,2023-10-25,Wednesday,,WAS,120,IND,143,23,0,
0022300065,2023-24,REG,2023-10-25,Wednesday,,BOS,108,NYK,104,-4,0,
0022300066,2023-24,REG,2023-10-25,Wednesday,,HOU,86,ORL,116,30,0,
0022300067,2023-24,REG,2023-10-25,Wednesday,,CLE,114,BKN,113,-1,0,
0022300068,2023-24,REG,2023-10-25,Wednesday,,DET,102,MIA,103,1,0,
0022300069,2023-24,REG,2023-10-25,Wednesday,,MIN,94,TOR,97,3,0,
0022300070,2023-24,REG,2023-10-25,Wednesday,,OKC,124,CHI,104,-20,0,
0022300071,2023-24,REG,2023-10-25,Wednesday,,NOP,111,MEM,104,-7,0,
0022300072,2023-24,REG,2023-10-25,Wednesday,,SAC,130,UTA,114,-16,0,
0022300073,2023-24,REG,2023-10-25,Wednesday,,DAL,126,SAS,119,-7,0,
0022300074,2023-24,REG,2023-10-25,Wednesday,,POR,111,LAC,123,12,0,
0022300075,2023-24,REG,2023-10-26,Thursday,,PHI,117,MIL,118,1,0,
0022300076,2023-24,REG,2023-10-26,Thursday,,PHX,95,LAL,100,5,0,
0022300077,2023-24,REG,2023-10-27,Friday,,DET,111,CHA,99,-12,0,
0022300078,2023-24,REG,2023-10-27,Friday,,DEN,108,MEM,104,-4,0,
0022300079,2023-24,REG,2023-10-27,Friday,,NYK,126,ATL,120,-6,0,
0022300080,2023-24,REG,2023-10-27,Friday,,MIA,111,BOS,119,8,0,
0022300081,2023-24,REG,2023-10-27,Friday,,OKC,108,CLE,105,-3,0,
0022300082,2023-24,REG,2023-10-27,Friday,,TOR,103,CHI,104,1,0,
0022300083,2023-24,REG,2023-10-27,Friday,,HOU,122,SAS,126,4,0,
0022300084,2023-24,REG,2023-10-27,Friday,,BKN,120,DAL,125,5,0,
0022300085,2023-24,REG,2023-10-27,Friday,,LAC,118,UTA,120,2,0,
0022300086,2023-24,REG,2023-10-27,Friday,,ORL,102,POR,97,-5,0,
0022300087,2023-24,REG,2023-10-27,Friday,,GSW,122,SAC,114,-8,0,
0022300088,2023-24,REG,2023-10-28,Saturday,,CHI,102,DET,118,16,0,
0022300089,2023-24,REG,2023-10-28,Saturday,,MEM,106,WAS,113,7,0,
0022300090,2023-24,REG,2023-10-28,Saturday,,NYK,87,NOP,96,9,0,
0022300091,2023-24,REG,2023-10-28,Saturday,,IND,125,CLE,113,-12,0,
0022300092,2023-24,REG,2023-10-28,Saturday,,PHI,114,TOR,107,-7,0,
0022300093,2023-24,REG,2023-10-28,Saturday,,MIA,90,MIN,106,16,0,
0022300094,2023-24,REG,2023-10-28,Saturday,,UTA,104,PHX,126,22,0,
