game_id,season,game_type,game_date,weekday,gametime,away_team,away_score,home_team,home_score,result,overtime,arena
2024_0001_ATL_CHA,2024-25,REG,2024-10-22,Tuesday,19:00,CHA,108,ATL,124,16,0,
2024_0002_ATL_CHA,2024-25,REG,2024-10-22,Tuesday,19:00,CHA,118,ATL,109,-9,0,
2024_0003_ATL_MIA,2024-25,REG,2024-10-22,Tuesday,19:30,MIA,101,ATL,105,4,0,
2024_0004_ATL_MIA,2024-25,REG,2024-10-22,Tuesday,19:00,MIA,128,ATL,95,-33,0,
2024_0005_ATL_ORL,2024-25,REG,2024-10-22,Tuesday,22:00,ORL,128,ATL,116,-12,0,
2024_0006_ATL_ORL,2024-25,REG,2024-10-22,Tuesday,19:00,ORL,124,ATL,107,-17,0,
2024_0007_ATL_WAS,2024-25,REG,2024-10-23,Wednesday,22:00,WAS,117,ATL,118,1,0,
2024_0008_ATL_WAS,2024-25,REG,2024-10-23,Wednesday,22:00,WAS,106,ATL,129,23,0,
2024_0009_CHA_ATL,2024-25,REG,2024-10-23,Wednesday,19:30,ATL,109,CHA,121,12,0,
2024_0010_CHA_ATL,2024-25,REG,2024-10-24,Thursday,19:00,ATL,100,CHA,105,5,0,
2024_0011_CHA_MIA,2024-25,REG,2024-10-24,Thursday,22:00,MIA,112,CHA,128,16,0,
2024_0012_CHA_MIA,2024-25,REG,2024-10-24,Thursday,19:00,MIA,101,CHA,118,17,0,
2024_0013_CHA_ORL,2024-25,REG,2024-10-24,Thursday,19:00,ORL,130,CHA,98,-32,0,
2024_0014_CHA_ORL,2024-25,REG,2024-10-24,Thursday,19:00,ORL,117,CHA,128,11,0,
2024_0015_CHA_WAS,2024-25,REG,2024-10-24,Thursday,19:00,WAS,128,CHA,127,-1,0,
2024_0016_CHA_WAS,2024-25,REG,2024-10-24,Thursday,19:00,WAS,128,CHA,100,-28,0,
2024_0017_MIA_ATL,2024-25,REG,2024-10-24,Thursday,22:00,ATL,101,MIA,102,1,0,
2024_0018_MIA_ATL,2024-25,REG,2024-10-24,Thursday,19:00,ATL,106,MIA,112,6,0,
2024_0019_MIA_CHA,2024-25,REG,2024-10-25,Friday,19:30,CHA,102,MIA,130,28,0,
2024_0020_MIA_CHA,2024-25,REG,2024-10-25,Friday,19:00,CHA,130,MIA,126,-4,0,
2024_0021_MIA_ORL,2024-25,REG,2024-10-25,Friday,19:00,ORL,113,MIA,110,-3,0,
2024_0022_MIA_ORL,2024-25,REG,2024-10-25,Friday,19:00,ORL,121,MIA,95,-26,0,
2024_0023_MIA_WAS,2024-25,REG,2024-10-25,Friday,19:00,WAS,107,MIA,111,4,0,
2024_0024_MIA_WAS,2024-25,REG,2024-10-25,Friday,19:00,WAS,115,MIA,107,-8,0,
2024_0025_ORL_ATL,2024-25,REG,2024-10-26,Saturday,19:00,ATL,107,ORL,116,9,0,
2024_0026_ORL_ATL,2024-25,REG,2024-10-26,Saturday,19:00,ATL,107,ORL,114,7,0,
2024_0027_ORL_CHA,2024-25,REG,2024-10-26,Saturday,19:00,CHA,113,ORL,107,-6,0,
2024_0028_ORL_CHA,2024-25,REG,2024-10-26,Saturday,22:00,CHA,101,ORL,124,23,0,
2024_0029_ORL_MIA,2024-25,REG,2024-10-26,Saturday,19:00,MIA,103,ORL,123,20,0,
2024_0030_ORL_MIA,2024-25,REG,2024-10-26,Saturday,19:30,MIA,112,ORL,95,-17,0,
2024_0031_ORL_WAS,2024-25,REG,2024-10-26,Saturday,19:00,WAS,108,ORL,98,-10,0,
2024_0032_ORL_WAS,2024-25,REG,2024-10-26,Saturday,19:30,WAS,113,ORL,106,-7,0,
2024_0033_WAS_ATL,2024-25,REG,2024-10-26,Saturday,19:00,ATL,112,WAS,104,-8,0,
2024_0034_WAS_ATL,2024-25,REG,2024-10-26,Saturday,19:00,ATL,97,WAS,107,10,0,
2024_0035_WAS_CHA,2024-25,REG,2024-10-27,Sunday,19:30,CHA,100,WAS,96,-4,0,
2024_0036_WAS_CHA,2024-25,REG,2024-10-27,Sunday,19:30,CHA,109,WAS,124,15,0,
2024_0037_WAS_MIA,2024-25,REG,2024-10-27,Sunday,15:00,MIA,119,WAS,102,-17,0,
2024_0038_WAS_MIA,2024-25,REG,2024-10-27,Sunday,19:30,MIA,109,WAS,107,-2,0,
2024_0039_WAS_ORL,2024-25,REG,2024-10-27,Sunday,15:00,ORL,95,WAS,109,14,0,
2024_0040_WAS_ORL,2024-25,REG,2024-10-27,Sunday,15:00,ORL,126,WAS,128,2,0,
2024_0041_BKN_BOS,2024-25,REG,2024-10-27,Sunday,15:00,BOS,114,BKN,105,-9,0,
2024_0042_BKN_BOS,2024-25,REG,2024-10-27,Sunday,15:00,BOS,125,BKN,111,-14,0,
2024_0043_BKN_NYK,2024-25,REG,2024-10-27,Sunday,15:00,NYK,110,BKN,127,17,0,
2024_0044_BKN_NYK,2024-25,REG,2024-10-27,Sunday,15:00,NYK,126,BKN,96,-30,0,
2024_0045_BKN_PHI,2024-25,REG,2024-10-27,Sunday,17:00,PHI,103,BKN,102,-1,1,
2024_0046_BKN_PHI,2024-25,REG,2024-10-27,Sunday,17:00,PHI,118,BKN,105,-13,0,
2024_0047_BKN_TOR,2024-25,REG,2024-10-28,Monday,22:00,TOR,129,BKN,126,-3,0,
2024_0048_BKN_TOR,2024-25,REG,2024-10-28,Monday,19:00,TOR,99,BKN,122,23,0,
